"","scientific_name","order_name","family_name","genus_name","category","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","Mass.g","functional_group","accepted_spp_name","combined_fn_group","combined_body_mass","phyl_eltonian_ftn_gp"
"120","Ammotragus lervia","ARTIODACTYLA","BOVIDAE","Ammotragus","VU",0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,48000,"Herbivore_terrestrial","Ammotragus lervia","Herbivore_terrestrial",48000,"Herbivore"
"121","Amorphochilus schnablii","CHIROPTERA","FURIPTERIDAE","Amorphochilus","VU",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3.3,"Invertivore","Amorphochilus schnablii","Invertivore",3.3,"Invertivore"
"122","Andalgalomys olrogi","RODENTIA","CRICETIDAE","Andalgalomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,"Herbivore_terrestrial","Andalgalomys olrogi","Herbivore_terrestrial",32.9,"FruitNectSeed"
"123","Andalgalomys pearsoni","RODENTIA","CRICETIDAE","Andalgalomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,"Herbivore_terrestrial","Andalgalomys pearsoni","Herbivore_terrestrial",25.4,"FruitNectSeed"
"124","Andinomys edax","RODENTIA","CRICETIDAE","Andinomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,"Herbivore_terrestrial","Andinomys edax","Herbivore_terrestrial",69.7,"Herbivore"
"125","Anisomys imitator","RODENTIA","MURIDAE","Anisomys","LC",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,510.5,"Herbivore_terrestrial","Anisomys imitator","Herbivore_terrestrial",510.5,"FruitNectSeed"
"126","Anomalurus derbianus","RODENTIA","ANOMALURIDAE","Anomalurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,"Herbivore_terrestrial","Anomalurus derbianus","Herbivore_terrestrial",650,"FruitNectSeed"
"127","Anomalurus pelii","RODENTIA","ANOMALURIDAE","Anomalurus","LC",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1770,"Herbivore_terrestrial","Anomalurus pelii","Herbivore_terrestrial",1770,"FruitNectSeed"
"128","Anomalurus pusillus","RODENTIA","ANOMALURIDAE","Anomalurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,"Herbivore_terrestrial","Anomalurus pusillus","Herbivore_terrestrial",250,"FruitNectSeed"
"129","Anonymomys mindorensis","RODENTIA","MURIDAE","Anonymomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,"Herbivore_terrestrial","Anonymomys mindorensis","Herbivore_terrestrial",59.6,"Herbivore"
"130","Anotomys leander","RODENTIA","CRICETIDAE","Anotomys","EN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.4,"Aquatic_predator","Anotomys leander","Aquatic_predator",66.4,"Aquatic_predator"
"131","Anoura cultrata","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,"Herbivore_terrestrial","Anoura cultrata","Herbivore_terrestrial",16.9,"FruitNectSeed"
"132","Anoura latidens","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,"Herbivore_terrestrial","Anoura latidens","Herbivore_terrestrial",14.7,"FruitNectSeed"
"133","Anoura luismanueli","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,"Herbivore_terrestrial","Anoura luismanueli","Herbivore_terrestrial",8.5,"FruitNectSeed"
"134","Antechinomys laniger","DASYUROMORPHIA","DASYURIDAE","Antechinomys","LC",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,"Invertivore","Antechinomys laniger","Invertivore",25,"Invertivore"
"135","Antechinus godmani","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.5,"Invertivore","Antechinus godmani","Invertivore",76.5,"Invertivore"
"136","Antechinus leo","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,"Invertivore","Antechinus leo","Invertivore",74,"Invertivore"
"137","Murexia naso","DASYUROMORPHIA","DASYURIDAE","Murexia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4,"Invertivore","Murexia naso","Invertivore",48.4,"Invertivore"
"138","Murexia habbema","DASYUROMORPHIA","DASYURIDAE","Murexia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,"Invertivore","Murexia habbema","Invertivore",34.8,"Invertivore"
"139","Antechinus agilis","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"Invertivore","Antechinus agilis","Invertivore",24,"Invertivore"
"140","Murexia melanurus","DASYUROMORPHIA","DASYURIDAE","Murexia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,"Invertivore","Murexia melanurus","Invertivore",47.8,"Invertivore"
"141","Anthops ornatus","CHIROPTERA","HIPPOSIDERIDAE","Anthops","VU",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,8,"Invertivore","Anthops ornatus","Invertivore",8,"Invertivore"
"142","Antidorcas marsupialis","ARTIODACTYLA","BOVIDAE","Antidorcas","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500,"Herbivore_terrestrial","Antidorcas marsupialis","Herbivore_terrestrial",31500,"Herbivore"
"143","Antilocapra americana","ARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","LC",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,46082.9,"Herbivore_terrestrial","Antilocapra americana","Herbivore_terrestrial",46082.9,"Herbivore"
"144","Antilope cervicapra","ARTIODACTYLA","BOVIDAE","Antilope","LC",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,37500,"Herbivore_terrestrial","Antilope cervicapra","Herbivore_terrestrial",37500,"Herbivore"
"145","Bauerus dubiaquercus","CHIROPTERA","VESPERTILIONIDAE","Bauerus","NT",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22.9,"Invertivore","Bauerus dubiaquercus","Invertivore",22.9,"Invertivore"
"146","Antrozous pallidus","CHIROPTERA","VESPERTILIONIDAE","Antrozous","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.8,"Invertivore","Antrozous pallidus","Invertivore",20.8,"Invertivore"
"147","Aonyx capensis","CARNIVORA","MUSTELIDAE","Aonyx","NT",0,2,0,2,2,0,1,0,3,1,1,0,3,0,2,0,18999.8,"Aquatic_predator","Aonyx capensis","Aquatic_predator",18999.8,"Aquatic_predator"
"148","Aonyx congicus","CARNIVORA","MUSTELIDAE","Aonyx","NT",0,0,0,2,0,0,0,0,2,0,0,0,2,2,1,0,23800.2,"Aquatic_predator","Aonyx congicus","Aquatic_predator",23800.2,"Aquatic_predator"
"149","Aotus miconax","PRIMATES","AOTIDAE","Aotus","EN",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,800,"Herbivore_terrestrial","Aotus miconax","Herbivore_terrestrial",800,"FruitNectSeed"
"150","Aotus griseimembra","PRIMATES","AOTIDAE","Aotus","VU",0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,966,"Herbivore_terrestrial","Aotus griseimembra","Herbivore_terrestrial",966,"Omnivore"
"151","Aotus lemurinus","PRIMATES","AOTIDAE","Aotus","VU",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,873,"Herbivore_terrestrial","Aotus lemurinus","Herbivore_terrestrial",873,"FruitNectSeed"
"152","Aplodontia rufa","RODENTIA","APLODONTIIDAE","Aplodontia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,"Herbivore_terrestrial","Aplodontia rufa","Herbivore_terrestrial",1004,"Herbivore"
"153","Apodemus agrarius","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,"Herbivore_terrestrial","Apodemus agrarius","Herbivore_terrestrial",23.3,"Herbivore"
"154","Apodemus chevrieri","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,"Herbivore_terrestrial","Apodemus chevrieri","Herbivore_terrestrial",32.9,"Herbivore"
"155","Apodemus draco","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,"Herbivore_terrestrial","Apodemus draco","Herbivore_terrestrial",22.3,"Herbivore"
"156","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"Herbivore_terrestrial","Apodemus flavicollis","Herbivore_terrestrial",39,"Herbivore"
"157","Apodemus gurkha","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,39.9,"Herbivore_terrestrial","Apodemus gurkha","Herbivore_terrestrial",39.9,"Herbivore"
"158","Apodemus hyrcanicus","RODENTIA","MURIDAE","Apodemus","NT",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.5,"Herbivore_terrestrial","Apodemus hyrcanicus","Herbivore_terrestrial",28.5,"Herbivore"
"159","Apodemus latronum","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,"Herbivore_terrestrial","Apodemus latronum","Herbivore_terrestrial",35.2,"Herbivore"
"160","Apodemus mystacinus","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,"Herbivore_terrestrial","Apodemus mystacinus","Herbivore_terrestrial",45.6,"Herbivore"
"161","Apodemus peninsulae","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,"Herbivore_terrestrial","Apodemus peninsulae","Herbivore_terrestrial",32.9,"Herbivore"
"162","Apodemus ponticus","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,"Herbivore_terrestrial","Apodemus ponticus","Herbivore_terrestrial",33.8,"Herbivore"
"163","Apodemus rusiges","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1,"Herbivore_terrestrial","Apodemus rusiges","Herbivore_terrestrial",30.1,"Herbivore"
"164","Apodemus semotus","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,"Herbivore_terrestrial","Apodemus semotus","Herbivore_terrestrial",28.8,"Herbivore"
"165","Apodemus speciosus","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,"Herbivore_terrestrial","Apodemus speciosus","Herbivore_terrestrial",33.8,"Herbivore"
"166","Apodemus sylvaticus","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,"Herbivore_terrestrial","Apodemus sylvaticus","Herbivore_terrestrial",30.5,"Herbivore"
"167","Apodemus uralensis","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,"Herbivore_terrestrial","Apodemus uralensis","Herbivore_terrestrial",17.1,"Herbivore"
"168","Apodemus pallipes","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,"Herbivore_terrestrial","Apodemus pallipes","Herbivore_terrestrial",25.5,"Herbivore"
"169","Apodemus alpicola","RODENTIA","MURIDAE","Apodemus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,"Herbivore_terrestrial","Apodemus alpicola","Herbivore_terrestrial",28.1,"Herbivore"
"170","Apomys datae","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,"Herbivore_terrestrial","Apomys datae","Herbivore_terrestrial",106,"Herbivore"
"171","Apomys hylocetes","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1,"Herbivore_terrestrial","Apomys hylocetes","Herbivore_terrestrial",45.1,"Herbivore"
"172","Apomys insignis","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,"Herbivore_terrestrial","Apomys insignis","Herbivore_terrestrial",29.9,"Herbivore"
"173","Apomys littoralis","RODENTIA","MURIDAE","Apomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"Herbivore_terrestrial","Apomys littoralis","Herbivore_terrestrial",31,"Herbivore"
"174","Apomys microdon","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,"Herbivore_terrestrial","Apomys microdon","Herbivore_terrestrial",35.1,"Herbivore"
"175","Apomys musculus","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21.2,"Herbivore_terrestrial","Apomys musculus","Herbivore_terrestrial",21.2,"Herbivore"
"176","Apomys sacobianus","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,"Herbivore_terrestrial","Apomys sacobianus","Herbivore_terrestrial",82.4,"Herbivore"
"177","Apomys gracilirostris","RODENTIA","MURIDAE","Apomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1,"Herbivore_terrestrial","Apomys gracilirostris","Herbivore_terrestrial",88.1,"Herbivore"
"178","Aproteles bulmerae","CHIROPTERA","PTEROPODIDAE","Aproteles","CR",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,600,"Herbivore_terrestrial","Aproteles bulmerae","Herbivore_terrestrial",600,"FruitNectSeed"
"179","Arborimus albipes","RODENTIA","CRICETIDAE","Arborimus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"Herbivore_terrestrial","Arborimus albipes","Herbivore_terrestrial",23,"Herbivore"
"180","Arborimus pomo","RODENTIA","CRICETIDAE","Arborimus","NT",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,32.5,"Herbivore_terrestrial","Arborimus pomo","Herbivore_terrestrial",32.5,"Herbivore"
"181","Archboldomys luzonensis","RODENTIA","MURIDAE","Archboldomys","VU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,"Invertivore","Archboldomys luzonensis","Invertivore",35.4,"Invertivore"
"182","Arctocebus aureus","PRIMATES","LORISIDAE","Arctocebus","LC",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,235,"Invertivore","Arctocebus aureus","Invertivore",235,"Invertivore"
"183","Arctocebus calabarensis","PRIMATES","LORISIDAE","Arctocebus","NT",0,0,0,2,0,1,0,0,1,0,0,0,2,2,0,0,210,"Invertivore","Arctocebus calabarensis","Invertivore",210,"Invertivore"
"184","Arctocephalus australis","CARNIVORA","OTARIIDAE","Arctocephalus","LC",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,45000,"Aquatic_predator","Arctocephalus australis","Aquatic_predator",45000,"Aquatic_predator"
"185","Arctocephalus galapagoensis","CARNIVORA","OTARIIDAE","Arctocephalus","EN",0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27000,"Aquatic_predator","Arctocephalus galapagoensis","Aquatic_predator",27000,"Aquatic_predator"
"186","Arctocephalus gazella","CARNIVORA","OTARIIDAE","Arctocephalus","LC",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97500,"Aquatic_predator","Arctocephalus gazella","Aquatic_predator",97500,"Aquatic_predator"
"187","Arctocephalus philippii","CARNIVORA","OTARIIDAE","Arctocephalus","LC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,95000,"Aquatic_predator","Arctocephalus philippii","Aquatic_predator",95000,"Aquatic_predator"
"188","Arctocephalus pusillus","CARNIVORA","OTARIIDAE","Arctocephalus","LC",0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,178500,"Aquatic_predator","Arctocephalus pusillus","Aquatic_predator",178500,"Aquatic_predator"
"189","Arctocephalus townsendi","CARNIVORA","OTARIIDAE","Arctocephalus","LC",0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,105000,"Aquatic_predator","Arctocephalus townsendi","Aquatic_predator",105000,"Aquatic_predator"
"190","Arctocephalus tropicalis","CARNIVORA","OTARIIDAE","Arctocephalus","LC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84000,"Aquatic_predator","Arctocephalus tropicalis","Aquatic_predator",84000,"Aquatic_predator"
"191","Ardops nichollsi","CHIROPTERA","PHYLLOSTOMIDAE","Ardops","LC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,"Herbivore_terrestrial","Ardops nichollsi","Herbivore_terrestrial",17.2,"FruitNectSeed"
"192","Ariteus flavescens","CHIROPTERA","PHYLLOSTOMIDAE","Ariteus","LC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,"Herbivore_terrestrial","Ariteus flavescens","Herbivore_terrestrial",11.9,"FruitNectSeed"
"193","Artibeus amplus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60,"Herbivore_terrestrial","Artibeus amplus","Herbivore_terrestrial",60,"FruitNectSeed"
"194","Dermanura anderseni","CHIROPTERA","PHYLLOSTOMIDAE","Dermanura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,"Herbivore_terrestrial","Dermanura anderseni","Herbivore_terrestrial",138,"Omnivore"
"195","Dermanura azteca","CHIROPTERA","PHYLLOSTOMIDAE","Dermanura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,"Herbivore_terrestrial","Dermanura azteca","Herbivore_terrestrial",20.4,"Omnivore"
"196","Dermanura cinerea","CHIROPTERA","PHYLLOSTOMIDAE","Dermanura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,"Herbivore_terrestrial","Dermanura cinerea","Herbivore_terrestrial",12.6,"Omnivore"
"197","Artibeus concolor","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,"Herbivore_terrestrial","Artibeus concolor","Herbivore_terrestrial",19.4,"FruitNectSeed"
"198","Artibeus fimbriatus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9,"Herbivore_terrestrial","Artibeus fimbriatus","Herbivore_terrestrial",63.9,"FruitNectSeed"
"199","Artibeus fraterculus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,"Herbivore_terrestrial","Artibeus fraterculus","Herbivore_terrestrial",39.5,"FruitNectSeed"
"200","Dermanura gnoma","CHIROPTERA","PHYLLOSTOMIDAE","Dermanura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,"Herbivore_terrestrial","Dermanura gnoma","Herbivore_terrestrial",10.5,"Omnivore"
"201","Enchisthenes hartii","CHIROPTERA","PHYLLOSTOMIDAE","Enchisthenes","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Herbivore_terrestrial","Enchisthenes hartii","Herbivore_terrestrial",16,"FruitNectSeed"
"202","Artibeus hirsutus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38.7,"Herbivore_terrestrial","Artibeus hirsutus","Herbivore_terrestrial",38.7,"FruitNectSeed"
"203","Artibeus inopinatus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,"Herbivore_terrestrial","Artibeus inopinatus","Herbivore_terrestrial",29.3,"FruitNectSeed"
"204","Artibeus lituratus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5,"Herbivore_terrestrial","Artibeus lituratus","Herbivore_terrestrial",60.5,"FruitNectSeed"
"205","Artibeus obscurus","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,"Herbivore_terrestrial","Artibeus obscurus","Herbivore_terrestrial",35.2,"FruitNectSeed"
"206","Artibeus planirostris","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"Herbivore_terrestrial","Artibeus planirostris","Herbivore_terrestrial",47,"Omnivore"
"207","Dermanura tolteca","CHIROPTERA","PHYLLOSTOMIDAE","Dermanura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,"Herbivore_terrestrial","Dermanura tolteca","Herbivore_terrestrial",15.4,"Omnivore"
"208","Arvicanthis abyssinicus","RODENTIA","MURIDAE","Arvicanthis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,"Herbivore_terrestrial","Arvicanthis abyssinicus","Herbivore_terrestrial",77.1,"Herbivore"
"209","Arvicanthis blicki","RODENTIA","MURIDAE","Arvicanthis","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,"Herbivore_terrestrial","Arvicanthis blicki","Herbivore_terrestrial",128,"Herbivore"
"210","Arvicanthis nairobae","RODENTIA","MURIDAE","Arvicanthis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,"Herbivore_terrestrial","Arvicanthis nairobae","Herbivore_terrestrial",104,"Herbivore"
"211","Arvicanthis niloticus","RODENTIA","MURIDAE","Arvicanthis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9,"Herbivore_terrestrial","Arvicanthis niloticus","Herbivore_terrestrial",106.9,"Herbivore"
"212","Arvicanthis neumanni","RODENTIA","MURIDAE","Arvicanthis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.1,"Herbivore_terrestrial","Arvicanthis neumanni","Herbivore_terrestrial",95.1,"Herbivore"
"213","Arvicola sapidus","RODENTIA","CRICETIDAE","Arvicola","VU",0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,220,"Herbivore_terrestrial","Arvicola sapidus","Herbivore_terrestrial",220,"Herbivore"
"214","Asellia patrizii","CHIROPTERA","HIPPOSIDERIDAE","Asellia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Invertivore","Asellia patrizii","Invertivore",6,"Invertivore"
"215","Aselliscus tricuspidatus","CHIROPTERA","HIPPOSIDERIDAE","Aselliscus","LC",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4.1,"Invertivore","Aselliscus tricuspidatus","Invertivore",4.1,"Invertivore"
"216","Atelerix frontalis","EULIPOTYPHLA","ERINACEIDAE","Atelerix","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.5,"Omnivore","Atelerix frontalis","Omnivore",309.5,"Omnivore"
"217","Atelerix sclateri","EULIPOTYPHLA","ERINACEIDAE","Atelerix","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,"Omnivore","Atelerix sclateri","Omnivore",436.5,"Omnivore"
"218","Ateles belzebuth","PRIMATES","ATELIDAE","Ateles","EN",0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,5000,"Herbivore_terrestrial","Ateles belzebuth","Herbivore_terrestrial",5000,"FruitNectSeed"
"219","Ateles geoffroyi","PRIMATES","ATELIDAE","Ateles","EN",0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,5284.9,"Herbivore_terrestrial","Ateles geoffroyi","Herbivore_terrestrial",5284.9,"FruitNectSeed"
"220","Ateles marginatus","PRIMATES","ATELIDAE","Ateles","EN",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,6000,"Herbivore_terrestrial","Ateles marginatus","Herbivore_terrestrial",6000,"FruitNectSeed"
"221","Ateles paniscus","PRIMATES","ATELIDAE","Ateles","VU",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7900.1,"Herbivore_terrestrial","Ateles paniscus","Herbivore_terrestrial",7900.1,"FruitNectSeed"
"222","Atherurus africanus","RODENTIA","HYSTRICIDAE","Atherurus","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1934,"Herbivore_terrestrial","Atherurus africanus","Herbivore_terrestrial",1934,"Herbivore"
"223","Atherurus macrourus","RODENTIA","HYSTRICIDAE","Atherurus","LC",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2000,"Herbivore_terrestrial","Atherurus macrourus","Herbivore_terrestrial",2000,"Herbivore"
"224","Atlantoxerus getulus","RODENTIA","SCIURIDAE","Atlantoxerus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,"Herbivore_terrestrial","Atlantoxerus getulus","Herbivore_terrestrial",251,"FruitNectSeed"
"225","Auliscomys boliviensis","RODENTIA","CRICETIDAE","Auliscomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,"Omnivore","Auliscomys boliviensis","Omnivore",65.7,"Omnivore"
"226","Loxodontomys micropus","RODENTIA","CRICETIDAE","Loxodontomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7,"Omnivore","Loxodontomys micropus","Omnivore",72.7,"Omnivore"
"227","Auliscomys pictus","RODENTIA","CRICETIDAE","Auliscomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,"Omnivore","Auliscomys pictus","Omnivore",54.7,"Omnivore"
"228","Auliscomys sublimis","RODENTIA","CRICETIDAE","Auliscomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"Omnivore","Auliscomys sublimis","Omnivore",38,"Omnivore"
"229","Avahi laniger","PRIMATES","INDRIIDAE","Avahi","VU",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1300,"Herbivore_terrestrial","Avahi laniger","Herbivore_terrestrial",1300,"Herbivore"
"230","Avahi occidentalis","PRIMATES","INDRIIDAE","Avahi","VU",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,850,"Herbivore_terrestrial","Avahi occidentalis","Herbivore_terrestrial",850,"Herbivore"
"231","Axis calamianensis","ARTIODACTYLA","CERVIDAE","Axis","EN",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,40500,"Herbivore_terrestrial","Axis calamianensis","Herbivore_terrestrial",40500,"Herbivore"
"232","Axis kuhlii","ARTIODACTYLA","CERVIDAE","Axis","CR",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,55000,"Herbivore_terrestrial","Axis kuhlii","Herbivore_terrestrial",55000,"Herbivore"
"233","Babyrousa babyrussa","ARTIODACTYLA","SUIDAE","Babyrousa","VU",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1e+05,"Herbivore_terrestrial","Babyrousa babyrussa","Herbivore_terrestrial",1e+05,"Herbivore"
