MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-Value,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,BodyMass-Value
667,Callicebus regulus,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ar,0,0,1,1011.32
668,Callicebus torquatus,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ar,0,0,1,1050
669,Callicebus purinus,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ar,0,0,1,1011.32
670,Callicebus lugens,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ar,0,0,1,1011.32
671,Callicebus lucifer,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ar,0,0,1,1500
672,Callicebus medemi,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ar,0,0,1,1205
673,Cacajao calvus,Pitheciidae,10,0,0,0,10,0,70,0,0,10,Ar,0,0,1,5796.02
674,Cacajao melanocephalus,Pitheciidae,10,0,0,0,10,0,70,0,0,10,Ar,0,0,1,3100
675,Chiropotes chiropotes,Pitheciidae,10,0,0,0,0,0,70,0,20,0,Ar,0,0,1,2949.58
676,Chiropotes albinasus,Pitheciidae,10,0,0,0,0,0,40,0,20,30,Ar,0,0,1,2900.01
677,Chiropotes utahickae,Pitheciidae,0,0,0,0,0,0,30,0,50,20,Ar,0,0,1,2949.58
678,Chiropotes israelita,Pitheciidae,10,0,0,0,0,0,70,0,20,0,Ar,0,0,1,2949.58
679,Chiropotes satanas,Pitheciidae,10,0,0,0,0,0,40,0,20,30,Ar,0,0,1,2999.99
680,Pithecia pithecia,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ar,0,0,1,1375.5
681,Pithecia irrorata,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ar,0,0,1,2240.99
682,Pithecia albicans,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ar,0,0,1,2800.01
683,Pithecia aequatorialis,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ar,0,0,1,2249.99
684,Pithecia monachus,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ar,0,0,1,1537.52
685,Allenopithecus nigroviridis,Cercopithecidae,50,0,0,0,0,0,50,0,0,0,S,0,0,1,4749.96
686,Macaca leonina,Cercopithecidae,10,0,0,0,0,0,80,0,0,10,S,0,0,1,5786.96
687,Macaca maura,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,7300
688,Macaca mulatta,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,3713
689,Macaca nemestrina,Cercopithecidae,10,0,0,0,0,0,70,0,10,10,S,0,0,1,6296.5
690,Macaca nigra,Cercopithecidae,10,0,0,0,0,0,70,0,10,10,S,0,0,1,6400
691,Macaca nigrescens,Cercopithecidae,10,0,0,0,0,0,80,0,0,10,S,0,0,1,5786.96
692,Macaca ochreata,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,2600
693,Macaca radiata,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,3690
694,Macaca arctoides,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,5000
695,Macaca hecki,Cercopithecidae,10,0,0,0,0,0,60,0,10,20,S,0,0,1,5786.96
696,Macaca pagensis,Cercopithecidae,10,0,0,0,0,0,60,0,10,20,S,0,0,1,4534.66
697,Macaca fascicularis,Cercopithecidae,50,0,0,0,0,0,40,0,0,10,S,0,0,1,3991.5
698,Macaca cyclopis,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,6000
699,Macaca assamensis,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,12000
700,Macaca siberu,Cercopithecidae,10,0,0,0,0,0,60,0,10,20,S,0,0,1,5786.96
701,Macaca silenus,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,4750
702,Macaca tonkeana,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,9000
703,Macaca thibetana,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,12000
704,Macaca sylvanus,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,7000.03
705,Macaca sinica,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,3590
706,Macaca fuscata,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,S,0,0,1,10400
707,Cercocebus galeritus,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ar,0,0,1,7835.02
708,Cercocebus sanjei,Cercopithecidae,0,0,0,0,0,0,70,0,0,30,Ar,0,0,1,8000
709,Cercocebus atys,Cercopithecidae,10,0,0,0,0,0,40,0,50,0,Ar,0,0,1,6941.24
710,Cercocebus agilis,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ar,0,0,1,8000
711,Cercocebus chrysogaster,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ar,0,0,1,12000
712,Cercocebus torquatus,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ar,0,0,1,7749.97
713,Cercopithecus sclateri,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,3375
714,Cercopithecus mona,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,4208.33
715,Cercopithecus neglectus,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,5479.99
716,Cercopithecus nictitans,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,5803.34
717,Cercopithecus petaurista,Cercopithecidae,20,0,0,0,0,0,30,0,20,30,Ar,0,0,1,2774.98
718,Cercopithecus pogonias,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,3764.96
719,Cercopithecus roloway,Cercopithecidae,40,0,0,0,0,0,50,0,0,10,Ar,0,0,1,5500
720,Cercopithecus solatus,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ar,0,0,1,6500
721,Cercopithecus wolfi,Cercopithecidae,0,0,0,0,0,0,70,0,20,10,Ar,0,0,1,4000
722,Cercopithecus mitis,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ar,0,0,1,5000
723,Cercopithecus kandti,Cercopithecidae,10,0,0,0,0,0,60,0,0,30,Ar,0,0,1,4291.5
724,Cercopithecus preussi,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ar,0,0,1,5250
725,Cercopithecus doggetti,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ar,0,0,1,4291.5
726,Cercopithecus albogularis,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,4291.5
727,Cercopithecus ascanius,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,3550
728,Cercopithecus campbelli,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,4099.96
729,Cercopithecus cephus,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,3484.98
730,Cercopithecus diana,Cercopithecidae,30,0,0,0,10,0,50,0,0,10,Ar,0,0,1,4175.03
731,Cercopithecus dryas,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,3075
732,Cercopithecus erythrogaster,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,2500
733,Cercopithecus erythrotis,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,3918.33
734,Cercopithecus hamlyni,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,6875
735,Cercopithecus lhoesti,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ar,0,0,1,5375.02
736,Cercopithecus lowei,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,4400
737,Cercopithecus denti,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ar,0,0,1,4500
738,Chlorocebus cynosuros,Cercopithecidae,10,0,0,0,20,0,40,0,10,20,S,0,0,1,4993
739,Chlorocebus sabaeus,Cercopithecidae,20,0,0,0,20,0,40,0,0,20,S,0,0,1,4993
740,Chlorocebus tantalus,Cercopithecidae,20,0,0,0,0,0,50,0,0,30,S,0,0,1,4993
741,Chlorocebus djamdjamensis,Cercopithecidae,10,0,0,0,0,0,10,0,0,80,S,0,0,1,6000
742,Chlorocebus aethiops,Cercopithecidae,20,0,0,0,20,0,40,0,0,20,S,0,0,1,4155
743,Chlorocebus pygerythrus,Cercopithecidae,20,0,0,0,20,0,40,0,0,20,S,0,0,1,4993
744,Erythrocebus patas,Cercopithecidae,0,0,0,0,0,0,40,0,20,40,G,0,0,1,8090
745,Lophocebus albigena,Cercopithecidae,0,0,0,0,0,0,50,0,0,50,Ar,0,0,1,7690.06
746,Lophocebus aterrimus,Cercopithecidae,0,0,0,0,0,0,40,20,40,0,Ar,0,0,1,6510.37
747,Lophocebus opdenboschi,Cercopithecidae,0,0,0,0,0,0,40,20,40,0,Ar,0,0,1,7075.67
748,Mandrillus leucophaeus,Cercopithecidae,10,0,0,0,10,0,40,0,30,10,S,0,0,1,14999.96
749,Mandrillus sphinx,Cercopithecidae,10,0,0,0,10,0,40,0,30,10,S,0,0,1,18249.88
750,Miopithecus talapoin,Cercopithecidae,50,0,0,0,0,0,50,0,0,0,Ar,0,0,1,1250
751,Miopithecus ogouensis,Cercopithecidae,20,0,0,0,0,0,80,0,0,0,Ar,0,0,1,1250
752,Papio cynocephalus,Cercopithecidae,10,0,0,0,10,0,20,0,0,60,G,0,0,1,15822.15
753,Papio ursinus,Cercopithecidae,20,0,0,0,10,0,40,0,20,10,G,0,0,1,17729.44
754,Papio hamadryas,Cercopithecidae,10,0,0,0,10,0,0,0,0,80,G,0,0,1,21250.05
755,Papio anubis,Cercopithecidae,10,40,0,0,0,0,20,0,0,30,G,0,0,1,17728.56
756,Papio papio,Cercopithecidae,10,0,0,0,20,0,20,0,10,40,G,0,0,1,18026.05
757,Theropithecus gelada,Cercopithecidae,0,0,0,0,0,0,0,0,0,100,G,0,0,1,17049.83
758,Colobus angolensis,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,9850
759,Colobus guereza,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,10600
760,Colobus polykomos,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,9917.45
761,Colobus satanas,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,4319.96
762,Colobus vellerosus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,7700.18
763,Nasalis larvatus,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,S,0,0,1,9000
764,Piliocolobus preussi,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8865.71
765,Piliocolobus tholloni,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8591.69
766,Piliocolobus rufomitratus,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ar,0,0,1,8030.75
767,Piliocolobus pennantii,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,10896
768,Piliocolobus kirkii,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,7158.29
769,Piliocolobus gordonorum,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8591.69
770,Piliocolobus foai,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8591.69
771,Piliocolobus tephrosceles,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8591.69
772,Piliocolobus badius,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8430.4
773,Presbytis frontata,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6050
774,Presbytis thomasi,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6690
775,Presbytis siamensis,Cercopithecidae,0,0,0,0,0,0,50,0,30,20,Ar,0,0,1,5895.06
776,Presbytis rubicunda,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6300
777,Presbytis potenziani,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6450
778,Presbytis natunae,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6374.15
779,Presbytis hosei,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6500
780,Presbytis femoralis,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,7000
781,Presbytis chrysomelas,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6374.15
782,Presbytis comata,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6250
783,Presbytis melalophos,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ar,0,0,1,6300
784,Procolobus verus,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,Ar,0,0,1,4000
785,Pygathrix nigripes,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,10333.32
786,Pygathrix nemaeus,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ar,0,0,1,8310
787,Pygathrix cinerea,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ar,0,0,1,9266.6
788,Rhinopithecus brelichi,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ar,0,0,1,12267.15
789,Rhinopithecus bieti,Cercopithecidae,0,0,0,0,0,0,0,0,0,100,Ar,0,0,1,11000.54
790,Rhinopithecus avunculus,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ar,0,0,1,9086.19
791,Rhinopithecus roxellana,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,Ar,0,0,1,13456.8
792,Semnopithecus priam,Cercopithecidae,0,0,0,0,0,0,40,0,0,60,S,0,1,1,10752
793,Semnopithecus ajax,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,S,0,1,1,10752
794,Semnopithecus hypoleucos,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,S,0,1,1,10026.65
795,Semnopithecus hector,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,S,0,1,1,10752
796,Semnopithecus entellus,Cercopithecidae,0,0,0,0,0,0,10,0,0,90,S,0,1,1,11529.83
797,Semnopithecus schistaceus,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,S,0,1,1,10752
798,Semnopithecus dussumieri,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,S,0,1,1,10752
799,Simias concolor,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,Ar,0,0,1,7393.9
800,Trachypithecus geei,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8350
801,Trachypithecus shortridgei,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
802,Trachypithecus poliocephalus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
803,Trachypithecus pileatus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,11450
804,Trachypithecus phayrei,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8400
805,Trachypithecus obscurus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,6420
806,Trachypithecus laotum,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
807,Trachypithecus germaini,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
808,Trachypithecus francoisi,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,7325
809,Trachypithecus ebenus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
810,Trachypithecus delacouri,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
811,Trachypithecus cristatus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8350
812,Trachypithecus barbei,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
813,Trachypithecus auratus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,7100
814,Trachypithecus hatinhensis,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
815,Trachypithecus vetulus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8830
816,Trachypithecus johnii,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,11921
817,Bunopithecus hoolock,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,6699
818,Hylobates albibarbis,Hylobatidae,0,0,0,0,0,0,70,0,0,30,Ar,0,0,1,5692.08
819,Hylobates klossii,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,5800
820,Hylobates agilis,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,5650
821,Hylobates muelleri,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,6000
822,Hylobates moloch,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,6500
823,Hylobates lar,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,4892
824,Hylobates pileatus,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,5440
825,Nomascus concolor,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6410.47
826,Nomascus siki,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6850.16
827,Nomascus gabriellae,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6850.16
828,Nomascus leucogenys,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,7320
829,Nomascus hainanus,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6850.16
830,Symphalangus syndactylus,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,10839
831,Gorilla gorilla,Hominidae,0,0,0,0,0,0,10,0,0,90,G,0,0,1,131625.52
832,Gorilla beringei,Hominidae,0,0,0,0,0,0,10,0,0,90,G,0,0,1,149325.19
833,Homo sapiens,Hominidae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,58540.63
834,Pan paniscus,Hominidae,10,0,0,0,0,0,60,0,10,20,S,0,0,1,34000.08
835,Pan troglodytes,Hominidae,10,0,0,0,0,0,60,0,0,30,S,0,0,1,42500
836,Pongo abelii,Hominidae,10,0,0,0,10,0,80,0,0,0,Ar,0,0,1,39696.12
837,Pongo pygmaeus,Hominidae,10,0,0,0,10,0,80,0,0,0,Ar,0,0,1,37000
838,Tarsius pelengensis,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,165
839,Tarsius pumilus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,27.5
840,Tarsius sangirensis,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,165
841,Tarsius syrichta,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,113.5
842,Tarsius bancanus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,94.25
843,Tarsius dentatus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,110.42
844,Tarsius tarsier,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,168.04
845,Aplodontia rufa,Aplodontiidae,0,0,0,0,0,0,0,0,0,100,G,1,1,1,1003.99
846,Ratufa affinis,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,1156.25
847,Ratufa bicolor,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,2050
848,Ratufa indica,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,1060
849,Ratufa macroura,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,1327.08
850,Sciurillus pusillus,Sciuridae,0,0,0,0,0,0,30,20,20,30,Ar,0,0,1,39
851,Microsciurus alfari,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,87.5
852,Microsciurus santanderensis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,99.8
853,Microsciurus mimulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,120
854,Microsciurus flaviventer,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,92
855,Rheithrosciurus macrotis,Sciuridae,0,0,0,0,0,0,100,0,0,0,Ar,0,0,1,1225
856,Sciurus carolinensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,506.5
857,Sciurus nayaritensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,697
858,Sciurus niger,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,761.9
859,Sciurus oculatus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,649.99
860,Sciurus variegatoides,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,485
861,Sciurus vulgaris,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,333
862,Sciurus colliaei,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,498
863,Sciurus aureogaster,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,595
864,Sciurus arizonensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,646.99
865,Sciurus yucatanensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,225
866,Sciurus alleni,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,434.5
867,Sciurus lis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,264.3
868,Sciurus deppei,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,190
869,Sciurus aberti,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,623.99
870,Sciurus stramineus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,433.3
871,Sciurus richmondi,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,205
872,Sciurus pucheranii,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,803.01
873,Sciurus sanborni,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,136
874,Sciurus gilvigularis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,803.01
875,Sciurus granatensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,250
876,Sciurus ignitus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,190
877,Sciurus aestuans,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,185
878,Sciurus anomalus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,256
879,Sciurus flammifer,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,4292.99
880,Sciurus pyrrhinus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,482
881,Sciurus griseus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,731
882,Sciurus spadiceus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,403.33
883,Sciurus igniventris,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,700
884,Syntheosciurus brochus,Sciuridae,0,0,0,0,0,0,0,30,0,70,Ar,1,1,1,132.84
885,Tamiasciurus hudsonicus,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ar,0,0,1,201.17
886,Tamiasciurus mearnsi,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ar,0,0,1,231.58
887,Tamiasciurus douglasii,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ar,0,0,1,225
888,Aeretes melanopterus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ar,1,0,0,753.23
889,Aeromys thomasi,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1435
890,Aeromys tephromelas,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1075
891,Belomys pearsonii,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ar,1,0,0,217
892,Biswamoyopterus biswasi,Sciuridae,0,0,0,0,0,0,30,20,40,10,Ar,1,0,0,1613.3
893,Eoglaucomys fimbriatus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,510
894,Eupetaurus cinereus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,2500
895,Glaucomys volans,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ar,1,0,0,63.87
896,Glaucomys sabrinus,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ar,1,0,0,166
897,Hylopetes winstoni,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,170.82
898,Hylopetes spadiceus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,84.25
899,Hylopetes sipora,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,89.2
900,Hylopetes platyurus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,56.98
901,Hylopetes phayrei,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,227
902,Hylopetes nigripes,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,534
903,Hylopetes lepidus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,50
904,Hylopetes alboniger,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,255.38
905,Hylopetes bartelsi,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,146.63
906,Iomys horsfieldii,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,155.5
907,Iomys sipora,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,154.67
908,Petaurillus hosei,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,21.1
909,Petaurillus kinlochii,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,40
910,Petaurillus emiliae,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,13.5
911,Petaurista leucogenys,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1150
912,Petaurista alborufus,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,4290
913,Petaurista elegans,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,997
914,Petaurista magnificus,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1475.5
915,Petaurista petaurista,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1660.13
916,Petaurista philippensis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1676
917,Petaurista xanthotis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1900
918,Petaurista nobilis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,2710
919,Petinomys crinitus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,113
920,Petinomys vordermanni,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,40.39
921,Petinomys setosus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,38.44
