MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-Value,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,BodyMass-Value
1,Tachyglossus aculeatus,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,1,0,3025
2,Zaglossus attenboroughi,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,8532.39
3,Zaglossus bartoni,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,7180
4,Zaglossus bruijni,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,10139.5
5,Ornithorhynchus anatinus,Ornithorhynchidae,80,0,0,20,0,0,0,0,0,0,G,1,1,1,1484.25
6,Caluromys philander,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ar,1,1,0,229.25
7,Caluromys derbianus,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ar,1,1,0,297
8,Caluromys lanatus,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ar,1,1,0,325
9,Caluromysiops irrupta,Didelphidae,20,0,0,0,0,0,20,40,0,20,Ar,1,0,0,250
10,Glironia venusta,Didelphidae,40,0,0,0,20,0,20,0,20,0,Ar,1,0,0,114
11,Chironectes minimus,Didelphidae,50,0,0,30,0,0,0,0,0,20,G,1,0,0,946
12,Didelphis aurita,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,1163.99
13,Didelphis imperfecta,Didelphidae,50,0,0,0,0,0,50,0,0,0,S,1,0,0,1260.04
14,Didelphis marsupialis,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,1091.16
15,Didelphis pernigra,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,1260.04
16,Didelphis virginiana,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,2195.48
17,Didelphis albiventris,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,904
18,Gracilinanus formosus,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18.9
19,Gracilinanus emiliae,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,7.6
20,Gracilinanus microtarsus,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,31
21,Gracilinanus marica,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,23.8
22,Gracilinanus dryas,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18
23,Gracilinanus aceramarcae,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,20.5
24,Gracilinanus agricolai,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18.9
25,Gracilinanus agilis,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,22
26,Gracilinanus ignitus,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18.9
27,Hyladelphys kalinowskii,Didelphidae,60,10,0,0,0,10,20,0,0,0,Ar,1,0,0,16.75
28,Lestodelphys halli,Didelphidae,0,100,0,0,0,0,0,0,0,0,S,1,0,0,76
29,Lutreolina crassicaudata,Didelphidae,20,40,20,20,0,0,0,0,0,0,S,1,0,0,537.3
30,Marmosa murina,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,26
31,Marmosa xerophila,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,46.2
32,Marmosa tyleriana,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,32.4
33,Marmosa rubra,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,63
34,Marmosa quichua,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,38.23
35,Marmosa mexicana,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,49.45
36,Marmosa lepida,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,14
37,Marmosa andersoni,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,47.4
38,Marmosa robinsoni,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,56.67
39,Marmosops handleyi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,30.7
40,Marmosops juninensis,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,31.57
41,Marmosops pinheiroi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,31.57
42,Marmosops paulensis,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,38.89
43,Marmosops parvidens,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,15
44,Marmosops noctivagus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,21
45,Marmosops neblina,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,31.57
46,Marmosops bishopi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,19.5
47,Marmosops impavidus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,40.5
48,Marmosops incanus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,62.3
49,Marmosops fuscatus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,60
50,Marmosops dorothea,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,37.5
51,Marmosops cracens,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,25.5
52,Marmosops invictus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,29.2
53,Metachirus nudicaudatus,Didelphidae,30,20,20,0,10,0,20,0,0,0,S,1,0,0,375
54,Micoureus demerarae,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,75.75
55,Micoureus regina,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,118.6
56,Micoureus paraguayanus,Didelphidae,30,0,0,0,30,0,20,20,0,0,S,1,0,0,112.43
57,Micoureus constantiae,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,90
58,Micoureus alstoni,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,132.3
59,Micoureus phaeus,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,103.76
60,Monodelphis emiliae,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,40
61,Monodelphis osgoodi,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,112
62,Monodelphis umbristriata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.54
63,Monodelphis theresa,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,112
64,Monodelphis sorex,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,48
65,Monodelphis scalops,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,741
66,Monodelphis rubida,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,45.5
67,Monodelphis palliolata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.54
68,Monodelphis unistriata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,55.3
69,Monodelphis kunsi,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,11.3
70,Monodelphis glirina,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.54
71,Monodelphis domestica,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,71.4
72,Monodelphis dimidiata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,58
73,Monodelphis brevicaudata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,69.63
74,Monodelphis americana,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,19.5
75,Monodelphis adusta,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,35
76,Monodelphis maraxina,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.57
77,Monodelphis iheringi,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,112
78,Philander andersoni,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,325
79,Philander opossum,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,585.5
80,Philander mcilhennyi,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,325
81,Philander frenatus,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,395.45
82,Thylamys pusillus,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,28.21
83,Thylamys venustus,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
84,Thylamys tatei,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
85,Thylamys sponsorius,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
86,Thylamys velutinus,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,20.7
87,Thylamys macrurus,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,34.43
88,Thylamys karimii,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
89,Thylamys cinderella,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
90,Thylamys elegans,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,1,0,28.9
91,Thylamys pallidior,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,14.9
92,Tlacuatzin canescens,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,47.73
93,Caenolestes caniventer,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,40
94,Caenolestes condorensis,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,47.81
95,Caenolestes convelatus,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,40
96,Caenolestes fuliginosus,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,27.8
97,Lestoros inca,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,1,1,21.1
98,Rhyncholestes raphanurus,Caenolestidae,80,0,0,0,0,0,0,0,0,20,G,1,0,0,21
99,Dromiciops gliroides,Microbiotheriidae,100,0,0,0,0,0,0,0,0,0,S,1,0,0,22.3
100,Notoryctes caurinus,Notoryctidae,90,0,0,0,0,0,0,0,10,0,G,1,1,1,34
101,Notoryctes typhlops,Notoryctidae,90,0,0,0,0,0,0,0,10,0,G,1,1,1,55
103,Myrmecobius fasciatus,Myrmecobiidae,100,0,0,0,0,0,0,0,0,0,G,0,0,1,471.5
104,Dasycercus cristicauda,Dasyuridae,30,70,0,0,0,0,0,0,0,0,G,1,1,1,100
105,Dasykaluta rosamondae,Dasyuridae,60,0,0,0,40,0,0,0,0,0,G,1,0,0,28.75
106,Dasyuroides byrnei,Dasyuridae,30,70,0,0,0,0,0,0,0,0,G,1,0,0,109.47
107,Dasyurus spartacus,Dasyuridae,80,20,0,0,0,0,0,0,0,0,G,1,0,0,885.67
108,Dasyurus albopunctatus,Dasyuridae,80,20,0,0,0,0,0,0,0,0,G,1,0,0,637
109,Dasyurus viverrinus,Dasyuridae,70,20,0,0,0,10,0,0,0,0,G,1,1,1,1090
110,Dasyurus geoffroii,Dasyuridae,60,20,10,0,0,10,0,0,0,0,G,1,0,0,1100
111,Dasyurus maculatus,Dasyuridae,30,60,10,0,0,0,0,0,0,0,G,1,0,0,5500
112,Dasyurus hallucatus,Dasyuridae,40,30,20,0,0,0,10,0,0,0,G,1,1,1,525
113,Myoictis melas,Dasyuridae,50,50,0,0,0,0,0,0,0,0,G,1,0,0,200
114,Myoictis wallacii,Dasyuridae,50,50,0,0,0,0,0,0,0,0,G,1,0,0,200
115,Neophascogale lorentzi,Dasyuridae,80,0,0,0,20,0,0,0,0,0,Ar,0,1,1,212
116,Parantechinus apicalis,Dasyuridae,70,0,0,0,0,0,0,30,0,0,Ar,1,1,1,68.75
117,Phascolosorex doriae,Dasyuridae,70,0,0,0,0,0,30,0,0,0,S,1,1,0,168.31
118,Phascolosorex dorsalis,Dasyuridae,70,0,0,0,0,0,30,0,0,0,S,1,1,0,138.5
119,Pseudantechinus bilarni,Dasyuridae,70,0,0,0,0,0,0,30,0,0,Ar,1,0,0,23.05
120,Pseudantechinus woolleyae,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,40
121,Pseudantechinus roryi,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,25.06
122,Pseudantechinus ningbing,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,20
123,Pseudantechinus macdonnellensis,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,32.5
124,Pseudantechinus mimulus,Dasyuridae,90,0,0,0,10,0,0,0,0,0,G,1,0,0,16.5
125,Sarcophilus harrisii,Dasyuridae,0,0,0,0,0,100,0,0,0,0,G,1,0,0,10000
126,Antechinus leo,Dasyuridae,90,0,0,0,10,0,0,0,0,0,G,1,0,0,74
127,Antechinus subtropicus,Dasyuridae,90,0,0,0,10,0,0,0,0,0,G,1,0,0,59.5
128,Antechinus stuartii,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,27.5
129,Antechinus minimus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,53.5
130,Antechinus flavipes,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,45
131,Antechinus bellus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,44.5
132,Antechinus agilis,Dasyuridae,80,0,0,0,10,0,10,0,0,0,G,1,0,0,22.13
133,Antechinus adustus,Dasyuridae,80,0,0,0,10,10,0,0,0,0,G,1,0,0,36
134,Antechinus swainsonii,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,53
135,Antechinus godmani,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,76.5
136,Micromurexia habbema,Dasyuridae,70,10,20,0,0,0,0,0,0,0,G,1,0,0,46.97
137,Murexechinus melanurus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,1,1,38.02
138,Murexia longicaudata,Dasyuridae,60,20,20,0,0,0,0,0,0,0,S,0,1,1,335.83
139,Paramurexia rothschildi,Dasyuridae,60,20,20,0,0,0,0,0,0,0,G,1,1,1,53.77
140,Phascomurexia naso,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,1,1,52.62
141,Phascogale calura,Dasyuridae,30,40,30,0,0,0,0,0,0,0,Ar,1,0,0,51.5
142,Phascogale tapoatafa,Dasyuridae,30,40,30,0,0,0,0,0,0,0,Ar,1,0,0,193.5
143,Antechinomys laniger,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,25.57
144,Ningaui yvonnae,Dasyuridae,80,0,0,0,20,0,0,0,0,0,G,1,0,0,7
145,Ningaui ridei,Dasyuridae,80,0,0,0,20,0,0,0,0,0,G,1,0,0,8.5
146,Ningaui timealeyi,Dasyuridae,80,0,0,0,20,0,0,0,0,0,G,1,0,0,5.7
147,Sminthopsis griseoventer,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,17.5
148,Sminthopsis virginiae,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,35.25
149,Sminthopsis psammophila,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,33.5
150,Sminthopsis ooldea,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,11
151,Sminthopsis murina,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,17
152,Sminthopsis macroura,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,20
153,Sminthopsis longicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,18
154,Sminthopsis leucopus,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,26
155,Sminthopsis douglasi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,55
156,Sminthopsis hirtipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,15
157,Sminthopsis youngsoni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,10.1
158,Sminthopsis fuliginosus,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,19.89
159,Sminthopsis dolichura,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,13.6
160,Sminthopsis crassicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,15
161,Sminthopsis butleri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,25
162,Sminthopsis boullangerensis,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,19.89
163,Sminthopsis bindi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,17.5
164,Sminthopsis archeri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,16
165,Sminthopsis aitkeni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,22.5
166,Sminthopsis granulipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,25
167,Sminthopsis gilberti,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,19.5
168,Planigale gilesi,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,1,1,9.2
169,Planigale tenuirostris,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,6.05
170,Planigale novaeguineae,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,14.9
171,Planigale ingrami,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,4.25
172,Planigale maculata,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,11
173,Macrotis lagotis,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,G,1,0,0,1350
174,Macrotis leucura,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,G,1,0,0,354
176,Isoodon auratus,Peramelidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,425
177,Isoodon macrourus,Peramelidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,1600
178,Isoodon obesulus,Peramelidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,775
179,Perameles nasuta,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,975
180,Perameles gunnii,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,870
181,Perameles eremiana,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,500
182,Perameles bougainville,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,226
183,Peroryctes raffrayana,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,838.5
184,Peroryctes broadbenti,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,4800
185,Echymipera clara,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,1236.5
186,Echymipera davidi,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,950
187,Echymipera echinista,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,1000
188,Echymipera kalubu,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,782.17
189,Echymipera rufescens,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,1100
190,Microperoryctes longicauda,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,538
191,Microperoryctes murina,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,817.52
192,Microperoryctes papuensis,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,158
193,Rhynchomeles prattorum,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,817.52
194,Phascolarctos cinereus,Phascolarctidae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,10250
195,Lasiorhinus krefftii,Vombatidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,2900
196,Lasiorhinus latifrons,Vombatidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,25500
197,Vombatus ursinus,Vombatidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,26000
198,Burramys parvus,Burramyidae,40,0,0,0,0,0,30,0,30,0,Ar,1,0,0,41.5
199,Cercartetus nanus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,24
200,Cercartetus caudatus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,25
201,Cercartetus concinnus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,13
202,Cercartetus lepidus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,7
203,Ailurops melanotis,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ar,0,0,1,10000
204,Ailurops ursinus,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ar,0,0,1,10000
205,Phalanger lullulae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1632.5
206,Phalanger vestitus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1850
207,Phalanger sericeus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,2003
208,Phalanger rothschildi,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1365
209,Phalanger ornatus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1787.5
210,Phalanger orientalis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,2168.75
211,Phalanger mimicus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1846.67
212,Phalanger matabiru,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1846.67
213,Phalanger intercastellanus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1747.5
214,Phalanger gymnotis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,2597.89
215,Phalanger carmelitae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,2047.5
216,Phalanger alexandrae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1846.67
217,Phalanger matanim,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1550
218,Spilocuscus rufoniger,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,6000
219,Spilocuscus kraemeri,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,5535.39
220,Spilocuscus maculatus,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,5106.75
221,Spilocuscus papuensis,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,5535.39
222,Strigocuscus celebensis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,500
223,Strigocuscus pelengensis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,500
224,Trichosurus arnhemensis,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ar,1,0,0,1300
225,Trichosurus caninus,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ar,1,0,0,3500
226,Trichosurus cunninghami,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,2293.08
227,Trichosurus johnstonii,Phalangeridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,2293.08
228,Trichosurus vulpecula,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ar,1,0,0,2650
229,Wyulda squamicaudata,Phalangeridae,20,0,0,0,10,0,20,0,0,50,Ar,1,0,0,1675
230,Hemibelideus lemuroides,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,952.5
231,Petauroides volans,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,1300
232,Petropseudes dahli,Pseudocheiridae,0,0,0,0,0,0,30,0,0,70,Ar,1,0,0,1640
233,Pseudocheirus peregrinus,Pseudocheiridae,0,0,0,0,0,0,20,10,0,70,Ar,1,0,0,900
234,Pseudochirulus caroli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,456.02
235,Pseudochirulus schlegeli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,255.44
236,Pseudochirulus mayeri,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,151.75
237,Pseudochirulus larvatus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,448.3
238,Pseudochirulus herbertensis,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,1098.34
239,Pseudochirulus forbesi,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,639.16
240,Pseudochirulus cinereus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,977.48
241,Pseudochirulus canescens,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,300
242,Pseudochirops albertisii,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,784.85
243,Pseudochirops archeri,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1091.5
244,Pseudochirops corinnae,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1123
245,Pseudochirops coronatus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1500
246,Pseudochirops cupreus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1724.5
247,Dactylopsila tatei,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,252
248,Dactylopsila trivirgata,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,413.53
249,Dactylopsila palpator,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,398
250,Dactylopsila megalura,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,277.74
251,Gymnobelideus leadbeateri,Petauridae,50,0,0,0,0,0,0,50,0,0,Ar,1,0,0,127
252,Petaurus abidi,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,278
253,Petaurus breviceps,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,106.28
254,Petaurus norfolcensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,230
255,Petaurus australis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,575
256,Petaurus gracilis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,353
257,Petaurus biacensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,90.98
258,Tarsipes rostratus,Tarsipedidae,0,0,0,0,0,0,0,100,0,0,Ar,1,0,0,9
259,Acrobates pygmaeus,Acrobatidae,80,0,0,0,0,0,0,10,0,10,Ar,1,0,0,12
260,Distoechurus pennatus,Acrobatidae,40,0,0,0,0,0,40,20,0,0,Ar,1,0,0,44.1
261,Lagorchestes leporides,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,3000
262,Lagorchestes hirsutus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,1265
263,Lagorchestes conspicillatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,3050
264,Lagorchestes asomatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,1500
