,taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
1,18,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,Abrocoma boliviensis,"Glanz &amp; Anderson, 1990",NA,NA,NA,CR,Bolivian Chinchilla Rat
2,137,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,Acerodon celebensis,"Peters, 1867",NA,NA,NA,VU,Sulawesi Fruit Bat
3,138,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,Acerodon humilis,"K. Andersen, 1909",NA,NA,NA,EN,Talaud Fruit Bat
4,139,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,Acerodon jubatus,"(Eschscholtz, 1831)",NA,NA,NA,EN,Golden-capped Fruit Bat
5,140,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,Acerodon leucotis,"(Sanborn, 1950)",NA,NA,NA,VU,Palawan Fruit Bat
6,142,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,Acerodon mackloti,"(Temminck, 1837)",NA,NA,NA,VU,Sunda Fruit Bat
7,219,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Acinonyx,Acinonyx jubatus,"(Schreber, 1775)",NA,NA,NA,VU,Cheetah
8,263,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys cahirinus,"(É. Geoffroy, 1803)",NA,NA,NA,LC,Cairo Spiny Mouse
9,264,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys cilicicus,"Spitzenberger, 1978",NA,NA,NA,DD,Asia Minor Spiny Mouse
10,265,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys cineraceus,"Heuglin, 1877",NA,NA,NA,LC,Gray Spiny Mouse
11,266,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys ignitus,"Dollman, 1910",NA,NA,NA,LC,Fiery Spiny Mouse
12,267,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys kempi,"Dollman, 1911",NA,NA,NA,LC,Kemp's Spiny Mouse
13,268,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys louisae,"Thomas, 1896",NA,NA,NA,LC,Louise's Spiny Mouse
14,269,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys minous,"Bate, 1906",NA,NA,NA,DD,Crete Spiny Mouse
15,270,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys mullah,"Thomas, 1904",NA,NA,NA,LC,Mullah Spiny Mouse
16,271,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys nesiotes,"Bate, 1903",NA,NA,NA,DD,Cyprus Spiny Mouse
17,272,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys percivali,"Dollman, 1911",NA,NA,NA,LC,Percival's Spiny Mouse
18,273,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys russatus,"(Wagner, 1840)",NA,NA,NA,LC,Golden Spiny Mouse
19,275,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys subspinosus,"(Waterhouse, 1838)",NA,NA,NA,LC,Cape Spiny Mouse
20,276,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,Acomys wilsoni,"Thomas, 1892",NA,NA,NA,LC,Wilson's Spiny Mouse
21,278,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,Aconaemys fuscus,"(Waterhouse, 1842)",NA,NA,NA,LC,Chilean Rock Rat
22,279,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,Aconaemys sagei,"Pearson, 1984",NA,NA,NA,DD,Sage's Rock Rat
23,512,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Addax,Addax nasomaculatus,"(de Blainville, 1816)",NA,NA,NA,CR,Addax
24,547,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Handleyomys,Handleyomys fuscatus,"(J.A. Allen, 1912)",NA,NA,NA,LC,Dusky Montane Mouse
25,548,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,Aepeomys lugens,"(Thomas, 1896)",NA,NA,NA,LC,Olive Montane Mouse
26,550,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Aepyceros,Aepyceros melampus,"(Lichtenstein, 1812)",NA,NA,NA,LC,Impala
27,555,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeretes,Aeretes melanopterus,"(Milne-Edwards, 1867)",NA,NA,NA,NT,Northern Chinese Flying Squirrel
28,556,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeromys,Aeromys tephromelas,"(Günther, 1873)",NA,NA,NA,DD,Black Flying Squirrel
29,557,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeromys,Aeromys thomasi,"(Hose, 1900)",NA,NA,NA,LC,Thomas’s Flying Squirrel
30,565,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Aethalops,Aethalops alecto,"(Thomas, 1923)",NA,NA,NA,LC,Pygmy Fruit Bat
31,567,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys silindensis,"Roberts, 1938",NA,NA,NA,DD,Selinda Veld Rat
32,568,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys bocagei,"(Thomas, 1904)",NA,NA,NA,LC,Bocage's Rock Rat
33,569,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys chrysophilus,"(de Winton, 1897)",NA,NA,NA,LC,Red Rock Rat
34,570,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Micaelamys,Micaelamys granti,"(Wroughton, 1908)",NA,NA,NA,LC,Grant's Rock Rat
35,571,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys hindei,"(Thomas, 1902)",NA,NA,NA,LC,Hinde's Rock Rat
36,572,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys kaiseri,"(Noack, 1887)",NA,NA,NA,LC,Kaiser's Rock Rat
37,573,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Micaelamys,Micaelamys namaquensis,"(A. Smith, 1834)",NA,NA,NA,LC,Namaqua Rock Rat
38,574,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys nyikae,"(Thomas, 1897)",NA,NA,NA,LC,Nyika Rock Rat
39,575,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys stannarius,"(Thomas, 1913)",NA,NA,NA,DD,Tinfields Rock Rat
40,576,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys thomasi,"(de Winton, 1897)",NA,NA,NA,LC,Thomas's Rock Rat
41,699,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CUNICULIDAE,Cuniculus,Cuniculus paca,"(Linnaeus, 1766)",NA,NA,NA,LC,Paca
42,700,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CUNICULIDAE,Cuniculus,Cuniculus taczanowskii,"(Stolzmann, 1865)",NA,NA,NA,NT,Mountain Paca
43,712,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,Ailuropoda melanoleuca,"(David, 1869)",NA,NA,NA,VU,Giant Panda
44,714,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,Ailurus fulgens,"F.G. Cuvier, 1825",NA,NA,NA,EN,Red Panda
45,723,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon aerosus,"Thomas, 1913",NA,NA,NA,LC,Highland Grass Mouse
46,724,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon affinis,"(J.A. Allen, 1912)",NA,NA,NA,LC,Colombian Grass Mouse
47,725,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon albiventer,"Thomas, 1897",NA,NA,NA,LC,White-bellied Grass Mouse
48,726,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon azarae,"(Fischer, 1829)",NA,NA,NA,LC,Azara's Grass Mouse
49,727,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neomicroxus,Neomicroxus bogotensis,"(Thomas, 1895)",NA,NA,NA,LC,Bogota Grass Mouse
50,728,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon boliviensis,"Meyen, 1833",NA,NA,NA,LC,Bolivian Grass Mouse
51,729,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon budini,"(Thomas, 1918)",NA,NA,NA,LC,Budin's Grass Mouse
52,730,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon cursor,"(Winge, 1887)",NA,NA,NA,LC,Cursor Grass Mouse
53,731,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon dayi,"Osgood, 1916",NA,NA,NA,LC,Day's Grass Mouse
54,733,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon fumeus,"Thomas, 1902",NA,NA,NA,LC,Smoky Grass Mouse
55,735,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix illutea,"Thomas, 1925",NA,NA,NA,LC,Gray Akodont
56,736,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon iniscatus,"Thomas, 1919",NA,NA,NA,LC,Intelligent Grass Mouse
57,737,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon juninensis,"Myers, Patton &amp; Smith, 1990",NA,NA,NA,LC,Junin Grass Mouse
58,738,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Deltamys,Deltamys kempi,"Thomas, 1917",NA,NA,NA,LC,Kemp's Grass Mouse
59,739,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon kofordi,"Myers &amp; Patton, 1989",NA,NA,NA,LC,Koford's Grass Mouse
60,740,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix lanosus,"(Thomas, 1897)",NA,NA,NA,LC,Woolly Grass Mouse
61,741,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neomicroxus,Neomicroxus latebricola,"(Anthony, 1924)",NA,NA,NA,EN,Ecuadorean Grass Mouse
62,742,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lindberghi,"Hershkovitz, 1990",NA,NA,NA,DD,Lindbergh's Grass Mouse
63,743,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix longipilis,"(Waterhouse, 1837)",NA,NA,NA,LC,Long-haired Akodont
64,746,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mimus,"(Thomas, 1901)",NA,NA,NA,LC,Thespian Grass Mouse
65,747,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon molinae,"Contreras, 1968",NA,NA,NA,LC,Molina's Grass Mouse
66,748,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mollis,"Thomas, 1894",NA,NA,NA,LC,Soft Grass Mouse
67,750,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thaptomys,Thaptomys nigrita,"(Lichtenstein, 1830)",NA,NA,NA,LC,Blackish Grass Mouse
68,751,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix olivaceus,"(Waterhouse, 1837)",NA,NA,NA,LC,Olive Grass Mouse
69,752,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon orophilus,"Osgood, 1913",NA,NA,NA,LC,El Dorado Grass Mouse
70,753,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lutescens,"J.A. Allen, 1901",NA,NA,NA,LC,Altiplano Grass Mouse
71,754,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix sanborni,"(Osgood, 1943)",NA,NA,NA,NT,Sanborn's Grass Mouse
72,755,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon sanctipaulensis,"Hershkovitz, 1990",NA,NA,NA,DD,Sao Paulo Grass Mouse
73,756,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon serrensis,"Thomas, 1902",NA,NA,NA,LC,Serrado Do Mar Grass Mouse
74,757,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon siberiae,"Myers &amp; Patton, 1989",NA,NA,NA,NT,Cochabamba Grass Mouse
75,758,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon simulator,"Thomas, 1916",NA,NA,NA,LC,Gray-bellied Grass Mouse
76,760,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon subfuscus,"Osgood, 1944",NA,NA,NA,LC,Puno Grass Mouse
77,761,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon surdus,"Thomas, 1917",NA,NA,NA,VU,Silent Grass Mouse
78,762,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon sylvanus,"Thomas, 1921",NA,NA,NA,LC,Forest Grass Mouse
79,763,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon toba,"Thomas, 1921",NA,NA,NA,LC,Chaco Grass Mouse
80,764,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon torques,"(Thomas, 1917)",NA,NA,NA,LC,Cloud Forest Grass Mouse
81,765,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Necromys,Necromys urichi,"(J.A. Allen &amp; Chapman, 1897)",NA,NA,NA,LC,Northern Grass Mouse
82,766,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon varius,"Thomas, 1902",NA,NA,NA,DD,Variable Grass Mouse
83,811,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus,"(Pallas, 1766)",NA,NA,NA,LC,Hartebeest
84,843,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Alionycteris,Alionycteris paucidentata,"Kock, 1969",NA,NA,NA,LC,Mindanao Pygmy Fruit Bat
85,850,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga tetradactyla,"(Lichtenstein, 1823)",NA,NA,NA,DD,Four-toed Jerboa
86,851,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga balikunica,"Hsia &amp; Fang, 1964",NA,NA,NA,LC,Balikun Jerboa
87,852,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga bullata,"Allen, 1925",NA,NA,NA,LC,Gobi Jerboa
88,854,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Scarturus,Scarturus euphratica,"Thomas, 1881",NA,NA,NA,LC,Euphrates Jerboa
89,855,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga firouzi,"Womochel, 1978",NA,NA,NA,DD,Iranian Jerboa
90,856,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga hotsoni,"Thomas, 1920",NA,NA,NA,LC,Hotson’s Five-toed Jerboa
91,857,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga major,"(Kerr, 1792)",NA,NA,NA,LC,Great Jerboa
92,858,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga severtzovi,"Vinogradov, 1925",NA,NA,NA,LC,Svertzov's Jerboa
93,859,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga sibirica,"(Forster, 1778)",NA,NA,NA,LC,Siberian Jerboa
94,860,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Scarturus,Scarturus vinogradovi,"(Argyropulo, 1941)",NA,NA,NA,LC,Vinogradov's Jerboa
95,861,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactodipus,Allactodipus bobrinskii,"Kolesnikov, 1937",NA,NA,NA,LC,Bobrinski's Jerboa
96,865,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Allenopithecus,Allenopithecus nigroviridis,"(Pocock, 1907)",NA,NA,NA,LC,Allen's Swamp Monkey
97,868,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Allocebus,Allocebus trichotis,"(Günther, 1875)",NA,NA,NA,EN,Hairy-eared Dwarf Lemur
98,875,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Allocricetulus,Allocricetulus eversmanni,"(Brandt, 1859)",NA,NA,NA,LC,Eversmann's Hamster
99,899,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,Vulpes lagopus,"(Linnaeus, 1758)",NA,NA,NA,LC,Arctic Fox
100,914,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta pigra,"Lawrence, 1933",NA,NA,NA,EN,Yucatán Black Howler Monkey
101,918,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta ululata,"Elliot, 1912",NA,NA,NA,EN,Maranhão Red-handed Howler Monkey
102,922,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta juara,"Elliot, 1910",NA,NA,NA,LC,Juruá Red Howler Monkey
103,948,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola albicaudus,"(True, 1894)",NA,NA,NA,DD,White-tailed Mountain Vole
104,949,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola argentatus,"(Severtzov, 1879)",NA,NA,NA,LC,Silver Mountain Vole
105,950,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola barakshin,"Bannikov, 1947",NA,NA,NA,LC,Gobi Altai Mountain Vole
106,951,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola lemminus,"(Miller, 1898)",NA,NA,NA,LC,Lemming Vole
107,952,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola macrotis,"(Radde, 1862)",NA,NA,NA,LC,Large-eared Vole
108,953,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola montosa,"(True, 1894)",NA,NA,NA,VU,Central Kashmir Vole
109,954,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola roylei,"Gray, 1842",NA,NA,NA,NT,Royle's Mountain Vole
110,955,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola semicanus,"(G.M. Allen, 1924)",NA,NA,NA,LC,Mongolian Silver Vole
111,956,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola stoliczkanus,"(Blanford, 1875)",NA,NA,NA,LC,Stoliczka's Mountain Vole
112,958,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola strelzowi,"(Kastschenko, 1899)",NA,NA,NA,LC,Flat-headed Vole
113,959,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola tuvinicus,"Ognev, 1950",NA,NA,NA,LC,Tuva Silver Vole
114,1087,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,Neamblysomus gunningi,"(Broom, 1908)",NA,NA,NA,EN,Gunning's Golden Mole
115,1089,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,Neamblysomus julianae,"(Meester, 1972)",NA,NA,NA,EN,Juliana's Golden Mole
116,1137,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Ametrida,Ametrida centurio,"Gray, 1847",NA,NA,NA,LC,Little White-shouldered Bat
117,1140,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Ammodillus,Ammodillus imbellis,"(de Winton, 1898)",NA,NA,NA,DD,Ammodile
118,1141,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Ammodorcas,Ammodorcas clarkei,"(Thomas, 1891)",NA,NA,NA,VU,Dibatag
119,1149,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ammospermophilus,Ammospermophilus nelsoni,"(Merriam, 1893)",NA,NA,NA,EN,Nelson's Antelope Squirrel
120,1151,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Ammotragus,Ammotragus lervia,"(Pallas, 1777)",NA,NA,NA,VU,Aoudad
121,1154,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,FURIPTERIDAE,Amorphochilus,Amorphochilus schnablii,"Peters, 1877",NA,NA,NA,VU,Smoky Bat
122,1264,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Andalgalomys,Andalgalomys olrogi,"Williams &amp; Mares, 1978",NA,NA,NA,LC,Olrog’s Pericote
123,1265,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Andalgalomys,Andalgalomys pearsoni,"(Myers, 1977)",NA,NA,NA,LC,Pearson's Chaco Mouse
124,1271,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Andinomys,Andinomys edax,"Thomas, 1902",NA,NA,NA,LC,Andean Mouse
125,1307,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Anisomys,Anisomys imitator,"Thomas, 1904",NA,NA,NA,LC,Uneven-toothed Rat
126,1550,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ANOMALURIDAE,Anomalurus,Anomalurus derbianus,"(Gray, 1842)",NA,NA,NA,LC,Lord Derby's Scaly-tailed Squirrel
127,1551,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ANOMALURIDAE,Anomalurus,Anomalurus pelii,"(Schlegel &amp; Müller, 1845)",NA,NA,NA,LC,Pel's Flying Squirrel
128,1553,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ANOMALURIDAE,Anomalurus,Anomalurus pusillus,"Thomas, 1887",NA,NA,NA,LC,Dwarf Scaly-tailed Squirrel
129,1559,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Anonymomys,Anonymomys mindorensis,"Musser, 1981",NA,NA,NA,DD,Mindoro Forest Anonymomys
130,1564,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Anotomys,Anotomys leander,"Thomas, 1906",NA,NA,NA,EN,Ecuadoran Ichthyomyine
131,1566,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,Anoura cultrata,"Handley, 1960",NA,NA,NA,LC,Handley's Tailless Bat
132,1568,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,Anoura latidens,"Handley, 1984",NA,NA,NA,LC,Broad-toothed Tailless Bat
133,1569,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,Anoura luismanueli,"Molinari, 1994",NA,NA,NA,LC,Luis Manuel's Tailless Bat
134,1581,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinomys,Antechinomys laniger,"(Gould, 1856)",NA,NA,NA,LC,Kultarr
135,1583,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,Antechinus godmani,"(Thomas, 1923)",NA,NA,NA,LC,Atherton Antechinus
136,1584,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,Antechinus leo,"Van Dyck, 1980",NA,NA,NA,LC,Cinnamon Antechinus
137,1587,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Murexia,Murexia naso,"(Jentink, 1911)",NA,NA,NA,LC,Long-nosed Dasyure
138,1589,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Murexia,Murexia habbema,"(Tate &amp; Archbold, 1941)",NA,NA,NA,LC,Habbema Dasyure
139,1590,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,Antechinus agilis,"Dickman, Parnaby, Crowther &amp; King, 1998",NA,NA,NA,LC,Agile Antechinus
140,1591,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Murexia,Murexia melanurus,"(Thomas, 1899)",NA,NA,NA,LC,Black-tailed Dasyure
141,1620,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Anthops,Anthops ornatus,"Thomas, 1888",NA,NA,NA,VU,Solomons Leaf-nosed Bat
142,1676,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Antidorcas,Antidorcas marsupialis,"(Zimmermann, 1780)",NA,NA,NA,LC,Springbok
143,1677,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ANTILOCAPRIDAE,Antilocapra,Antilocapra americana,"(Ord, 1815)",NA,NA,NA,LC,Pronghorn
144,1681,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Antilope,Antilope cervicapra,"(Linnaeus, 1758)",NA,NA,NA,LC,Blackbuck
145,1789,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Bauerus,Bauerus dubiaquercus,"(Van Gelder, 1959)",NA,NA,NA,NT,Van Gelder's Bat
