,taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
2799,18714,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus aldabrensis,"True, 1893",NA,NA,NA,EN,Aldabra Flying-fox
2800,18715,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus alecto,"Temminck, 1837",NA,NA,NA,LC,Black Flying Fox
2801,18716,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus anetianus,"Gray, 1870",NA,NA,NA,VU,Vanuatu Flying Fox
2802,18718,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus brunneus,"Dobson, 1878",NA,NA,NA,EX,Percy Island Flying Fox
2803,18719,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus caniceps,"Gray, 1870",NA,NA,NA,VU,North Moluccan Flying Fox
2804,18721,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus conspicillatus,"Gould, 1850",NA,NA,NA,EN,Spectacled Flying Fox
2805,18722,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus dasymallus,"Temminck, 1825",NA,NA,NA,VU,Ryukyu Flying Fox
2806,18723,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus faunulus,"Miller, 1902",NA,NA,NA,EN,Nicobar Flying Fox
2807,18724,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus fundatus,"Felten &amp; Kock, 1972",NA,NA,NA,EN,Banks Flying Fox
2808,18725,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus medius,"Temminck, 1825",NA,NA,NA,LC,Indian Flying Fox
2809,18726,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus gilliardorum,"Van Deusen, 1969",NA,NA,NA,VU,Gilliard's Flying Fox
2810,18727,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus griseus,"(É. Geoffroy, 1810)",NA,NA,NA,VU,Gray Flying Fox
2811,18728,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus howensis,"Troughton, 1931",NA,NA,NA,CR,Ontong Java Flying Fox
2812,18729,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus hypomelanus,"Temminck, 1853",NA,NA,NA,NT,Island Flying Fox
2813,18731,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Desmalopex,Desmalopex leucopterus,"Temminck, 1853",NA,NA,NA,VU,White-winged Flying Fox
2814,18732,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus livingstonii,"Gray, 1866",NA,NA,NA,CR,Livingstone's Flying Fox
2815,18733,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus lombocensis,"Dobson, 1878",NA,NA,NA,DD,Lombok Flying Fox
2816,18734,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus lylei,"K. Andersen, 1908",NA,NA,NA,VU,Lyle's Flying Fox
2817,18735,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus macrotis,"Peters, 1867",NA,NA,NA,LC,Large-eared Flying Fox
2818,18736,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus mahaganus,"Sanborn, 1931",NA,NA,NA,LC,Sanborn's Flying Fox
2819,18739,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus melanopogon,"Peters, 1867",NA,NA,NA,EN,Black-bearded Flying Fox
2820,18740,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus melanotus,"Blyth, 1863",NA,NA,NA,VU,Blyth's Flying Fox
2821,18741,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus molossinus,"Temminck, 1853",NA,NA,NA,EN,Pohnpei Flying Fox
2822,18742,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus neohibernicus,"Peters, 1876",NA,NA,NA,LC,Great Flying Fox
2823,18743,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus niger,"(Kerr, 1792)",NA,NA,NA,EN,Greater Mascarene Flying Fox
2824,18744,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus nitendiensis,"Sanborn, 1930",NA,NA,NA,EN,Temotu Flying Fox
2825,18745,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus ocularis,"Peters, 1867",NA,NA,NA,VU,Seram Flying Fox
2826,18746,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus ornatus,"Gray, 1870",NA,NA,NA,VU,Ornate Flying Fox
2827,18747,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus personatus,"Temminck, 1825",NA,NA,NA,LC,Moluccan Masked Flying Fox
2828,18749,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus pilosus,"K. Andersen, 1908",NA,NA,NA,EX,Large Palau Flying Fox
2829,18750,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus pohlei,"Stein, 1933",NA,NA,NA,VU,Geelvink Bay Flying Fox
2830,18751,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus poliocephalus,"Temminck, 1825",NA,NA,NA,VU,Grey-headed Flying Fox
2831,18752,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus pselaphon,"Lay, 1829",NA,NA,NA,EN,Bonin Flying Fox
2832,18753,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus pumilus,"Miller, 1910",NA,NA,NA,NT,Little Golden-mantled Flying Fox
2833,18754,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus rayneri,"Gray, 1870",NA,NA,NA,NT,Solomons Flying Fox
2834,18755,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus rodricensis,"Dobson, 1878",NA,NA,NA,EN,Rodrigues Flying Fox
2835,18756,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus rufus,"É. Geoffroy Saint-Hilaire, 1803",NA,NA,NA,VU,Madagascan Flying Fox
2836,18757,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus samoensis,"Peale, 1848",NA,NA,NA,NT,Samoan Flying Fox
2837,18758,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus scapulatus,"Peters, 1862",NA,NA,NA,LC,Little Red Flying Fox
2838,18759,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus seychellensis,"Milne-Edwards, 1877",NA,NA,NA,LC,Seychelles Flying Fox
2839,18760,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus speciosus,"Andersen, 1908",NA,NA,NA,DD,Philippine Gray Flying Fox
2840,18761,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus subniger,"(Kerr, 1792)",NA,NA,NA,EX,Lesser Mascarene Flying-fox
2841,18762,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus temminckii,"Peters, 1867",NA,NA,NA,VU,Temminck's Flying Fox
2842,18763,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus tokudae,"Tate, 1934",NA,NA,NA,EX,Guam Flying Fox
2843,18764,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus tonganus,"Quoy &amp; Gaimard, 1830",NA,NA,NA,LC,Pacific Flying Fox
2844,18765,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus tuberculatus,"Peters, 1869",NA,NA,NA,EN,Vanikoro Flying Fox
2845,18766,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus vampyrus,"(Linnaeus, 1758)",NA,NA,NA,EN,Large Flying-fox
2846,18767,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus vetula,"Jouan, 1863",NA,NA,NA,NT,New Caledonia Flying Fox
2847,18768,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus voeltzkowi,"Matschie, 1909",NA,NA,NA,VU,Pemba Flying Fox
2848,18769,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus woodfordi,"Thomas, 1888",NA,NA,NA,LC,Dwarf Flying Fox
2849,18773,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus loochoensis,"Gray, 1870",NA,NA,NA,DD,Okinawa Flying-fox
2850,18847,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Pudu,Pudu mephistophiles,"(de Winton, 1896)",NA,NA,NA,DD,Northern Pudu
2851,18848,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Pudu,Pudu puda,"(Molina, 1782)",NA,NA,NA,NT,Southern Pudu
2852,18868,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Puma,Puma concolor,"(Linnaeus, 1771)",NA,NA,NA,LC,Puma
2853,18880,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Punomys,Punomys lemminus,"Osgood, 1943",NA,NA,NA,VU,Puna Mouse
2854,18942,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus platyurus,"(Lichtenstein, 1823)",NA,NA,NA,LC,Lesser Fat-tailed Jerboa
2855,18943,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus pumilio,"(Kerr, 1792)",NA,NA,NA,LC,Dwarf Fat-tailed Jerboa
2856,18944,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus zhitkovi,"(Kuznetsov, 1930)",NA,NA,NA,LC,Greater Fat-tailed Jerboa
2857,18945,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Pygoderma,Pygoderma bilabiatum,"(Wagner, 1843)",NA,NA,NA,LC,Ipanema Broad-nosed Bat
2858,19306,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Raphicerus,Raphicerus melanotis,"(Thunberg, 1811)",NA,NA,NA,LC,Cape Grysbok
2859,19307,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Raphicerus,Raphicerus sharpei,"Thomas, 1897",NA,NA,NA,LC,Sharpe's Grysbok
2860,19308,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Raphicerus,Raphicerus campestris,"(Thunberg, 1811)",NA,NA,NA,LC,Steenbok
2861,19318,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus giluwensis,"Hill, 1960",NA,NA,NA,LC,Giluwe Rat
2862,19319,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus tawitawiensis,"Musser &amp; Heaney, 1985",NA,NA,NA,DD,Tawitawi Forest Rat
2863,19320,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus adustus,"Sody, 1940",NA,NA,NA,DD,Burnished Enggano Rat
2864,19321,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus annandalei,"Bonhote, 1903",NA,NA,NA,LC,Annandale’s Sundaic Rat
2865,19322,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus argentiventer,"(Robinson &amp; Kloss, 1916)",NA,NA,NA,LC,Ricefield Rat
2866,19323,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus baluensis,"(Thomas, 1894)",NA,NA,NA,LC,Kinabalu Rat
2867,19324,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus bontanus,"Thomas, 1921",NA,NA,NA,DD,Southwestern Xanthurus Rat
2868,19325,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus burrus,"(Miller, 1902)",NA,NA,NA,EN,Miller’s Nicobar Rat
2869,19326,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus colletti,"(Thomas, 1904)",NA,NA,NA,LC,Dusky Rat
2870,19327,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus elaphinus,"Sody, 1941",NA,NA,NA,NT,Sula Archipelago Rat
2871,19328,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus enganus,"(Miller, 1906)",NA,NA,NA,DD,Enggano Island Rat
2872,19329,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus everetti,"(Günther, 1879)",NA,NA,NA,LC,Philippine Forest Rat
2873,19330,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus exulans,"(Peale, 1848)",NA,NA,NA,LC,Polynesian Rat
2874,19331,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus feliceus,"Thomas, 1920",NA,NA,NA,NT,Spiny Seram Island Rat
2875,19333,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus fuscipes,"(Waterhouse, 1839)",NA,NA,NA,LC,Bush Rat
2876,19334,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus hainaldi,"Kitchener, How &amp; Maharadatunkamsi, 1991",NA,NA,NA,EN,Hainald’s Flores Island Rat
2877,19335,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus hoffmanni,"(Matschie, 1901)",NA,NA,NA,LC,Hoffmann’s Sulawesi Rat
2878,19336,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus hoogerwerfi,"Chasen, 1939",NA,NA,NA,VU,Hoogerwerf’s Sumatran Rat
2879,19337,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus jobiensis,"Rümmler, 1935",NA,NA,NA,LC,Yapen Rat
2880,19338,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus koopmani,"Musser &amp; Holden, 1991",NA,NA,NA,DD,Koopman’s Peleng Island Rat
2881,19339,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus korinchi,"(Robinson &amp; Kloss, 1916)",NA,NA,NA,DD,Sumatran Mountain Rat
2882,19340,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus leucopus,"(Gray, 1867)",NA,NA,NA,LC,Cape York Rat
2883,19341,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus losea,"(Swinhoe, 1871)",NA,NA,NA,LC,Losea Rat
2884,19342,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus lugens,"(Miller, 1903)",NA,NA,NA,VU,Mentawai Archipelago Rat
2885,19343,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus lutreolus,"(J.E. Gray, 1841)",NA,NA,NA,LC,Australian Swamp Rat
2886,19344,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus macleari,"(Thomas, 1887)",NA,NA,NA,EX,Maclear's Rat
2887,19345,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus marmosurus,"Thomas, 1921",NA,NA,NA,LC,Marmoset Xanthurus Rat
2888,19346,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus mindorensis,"(Thomas, 1898)",NA,NA,NA,LC,Mindoro Mountain Rat
2889,19347,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus mollicomulus,"Tate &amp; Archbold, 1935",NA,NA,NA,LC,Lompobatang Sulawesi Rat
2890,19348,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus montanus,"Phillips, 1932",NA,NA,NA,EN,Sri Lankan Mountain Rat
2891,19349,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus mordax,"(Thomas, 1904)",NA,NA,NA,LC,Eastern Rat
2892,19350,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus morotaiensis,"Kellogg, 1945",NA,NA,NA,LC,Halmahara Rat
2893,19351,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus nativitatis,"(Thomas, 1889)",NA,NA,NA,EX,Bulldog Rat
2894,19352,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus nitidus,"(Hodgson, 1845)",NA,NA,NA,LC,Himalayan Field Rat
2895,19353,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus norvegicus,"(Berkenhout, 1769)",NA,NA,NA,LC,Brown Rat
2896,19354,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus novaeguineae,"Taylor &amp; Calaby, 1982",NA,NA,NA,LC,New Guinea Rat
2897,19355,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus osgoodi,"Musser &amp; Newcomb, 1985",NA,NA,NA,LC,Osgood’s Vietnamese Rat
2898,19356,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus palmarum,"(Zelebor, 1869)",NA,NA,NA,VU,Zelebor’s Nicobar Rat
2899,19357,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus pelurus,"Sody, 1941",NA,NA,NA,DD,Peleng Island Xanthurus Rat
2900,19358,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus praetor,"(Thomas, 1888)",NA,NA,NA,LC,Large Spiny Rat
2901,19359,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus ranjiniae,"Agrawal &amp; Ghosal, 1969",NA,NA,NA,EN,Ranjini’s Field Rat
2902,19360,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus rattus,"(Linnaeus, 1758)",NA,NA,NA,LC,House Rat
2903,19361,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus andamanensis,"(Blyth, 1860)",NA,NA,NA,LC,Indochinese Forest Rat
2904,19362,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus simalurensis,"(Miller, 1903)",NA,NA,NA,EN,Simalur Archipelago Rat
2905,19363,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus sordidus,"(Gould, 1858)",NA,NA,NA,LC,Canefield Rat
2906,19364,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus steini,"Rümmler, 1935",NA,NA,NA,LC,Small Spiny Rat
2907,19365,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus stoicus,"(Miller, 1902)",NA,NA,NA,VU,Andaman Rat
2908,19366,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus tanezumi,"Temminck, 1844",NA,NA,NA,LC,Oriental House Rat
2909,19367,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus timorensis,"Kitchener, Aplin &amp; Boeadi, 1991",NA,NA,NA,DD,Timor Forest Rat
2910,19368,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus tiomanicus,"(Miller, 1900)",NA,NA,NA,LC,Malaysian Field Rat
2911,19369,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus tunneyi,"(Thomas, 1904)",NA,NA,NA,LC,Pale Field Rat
2912,19370,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus pyctoris,"(Hodgson, 1845)",NA,NA,NA,LC,Himalayan Rat
2913,19371,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus villosissimus,"(Waite, 1898)",NA,NA,NA,LC,Long-haired Rat
2914,19372,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus xanthurus,"(Gray, 1867)",NA,NA,NA,NT,Northeastern Xanthurus Rat
2915,19376,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,Ratufa affinis,"(Raffles, 1821)",NA,NA,NA,NT,Pale Giant Squirrel
2916,19377,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,Ratufa bicolor,"(Sparrman, 1778)",NA,NA,NA,NT,Black Giant Squirrel
2917,19378,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,Ratufa indica,"(Erxleben, 1777)",NA,NA,NA,LC,Indian Giant Squirrel
2918,19381,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,Ratufa macroura,"(Pennant, 1769)",NA,NA,NA,NT,Sri Lankan Giant Squirrel
2919,19390,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Redunca,Redunca arundinum,"(Boddaert, 1785)",NA,NA,NA,LC,Southern Reedbuck
2920,19391,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Redunca,Redunca fulvorufula,"(Afzelius, 1815)",NA,NA,NA,EN,Mountain Reedbuck
2921,19392,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Redunca,Redunca redunca,"(Pallas, 1767)",NA,NA,NA,LC,Bohor Reedbuck
2922,19399,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodon,Reithrodon auritus,"(Fischer, 1814)",NA,NA,NA,LC,Bunny Rat
2923,19401,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys raviventris,"Dixon, 1908",NA,NA,NA,EN,Salt-marsh Harvest Mouse
2924,19402,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys brevirostris,"Goodwin, 1943",NA,NA,NA,LC,Short-nosed Harvest Mouse
2925,19403,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys burti,"Benson, 1939",NA,NA,NA,DD,Sonoran Harvest Mouse
2926,19404,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys chrysopsis,"Merriam, 1900",NA,NA,NA,LC,Volcano Harvest Mouse
2927,19405,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys creper,"Bangs, 1902",NA,NA,NA,LC,Chiriqui Harvest Mouse
2928,19406,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys darienensis,"Pearson, 1939",NA,NA,NA,LC,Darien Harvest Mouse
2929,19407,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys fulvescens,"J.A. Allen, 1894",NA,NA,NA,LC,Fulvous Harvest Mouse
2930,19408,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys gracilis,"J.A. Allen &amp; Chapman, 1897",NA,NA,NA,LC,Slender Harvest Mouse
2931,19409,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys hirsutus,"Merriam, 1901",NA,NA,NA,VU,Hairy Harvest Mouse
2932,19410,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys megalotis,"(Baird, 1857)",NA,NA,NA,LC,Southern Marsh Harvest Mouse
2933,19411,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys mexicanus,"(Saussure, 1860)",NA,NA,NA,LC,Mexican Harvest Mouse
2934,19412,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys microdon,"Merriam, 1901",NA,NA,NA,LC,Small-toothed Harvest Mouse
2935,19413,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys montanus,"(Baird, 1855)",NA,NA,NA,LC,Plains Harvest Mouse
2936,19414,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys paradoxus,"Jones &amp; Genoways, 1970",NA,NA,NA,DD,Nicaraguan Harvest Mouse
2937,19415,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys rodriguezi,"Goodwin, 1943",NA,NA,NA,LC,Rodriguez's Harvest Mouse
2938,19416,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys spectabilis,"Jones &amp; Lawlor, 1965",NA,NA,NA,CR,Cozumel Harvest Mouse
2939,19417,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys sumichrasti,"(Saussure, 1861)",NA,NA,NA,LC,Sumichrast's Harvest Mouse
