"","taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
"1",22678073,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","RHEIDAE","Rhea","Rhea americana","(Linnaeus, 1758)",NA,NA,NA,"NT","Greater Rhea"
"2",22678081,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","RHEIDAE","Rhea","Rhea pennata","d'Orbigny, 1834",NA,NA,NA,"LC","Lesser Rhea"
"3",22678108,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","CASUARIIDAE","Casuarius","Casuarius casuarius","(Linnaeus, 1758)",NA,NA,NA,"LC","Southern Cassowary"
"4",22678111,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","CASUARIIDAE","Casuarius","Casuarius bennetti","Gould, 1857",NA,NA,NA,"LC","Dwarf Cassowary"
"5",22678114,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","CASUARIIDAE","Casuarius","Casuarius unappendiculatus","Blyth, 1860",NA,NA,NA,"LC","Northern Cassowary"
"6",22678117,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","CASUARIIDAE","Dromaius","Dromaius novaehollandiae","(Latham, 1790)",NA,NA,NA,"LC","Common Emu"
"7",22678122,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","APTERYGIDAE","Apteryx","Apteryx australis","Shaw, 1813",NA,NA,NA,"VU","Southern Brown Kiwi"
"8",22678129,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","APTERYGIDAE","Apteryx","Apteryx owenii","Gould, 1847",NA,NA,NA,"NT","Little Spotted Kiwi"
"9",22678132,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","APTERYGIDAE","Apteryx","Apteryx haastii","Potts, 1872",NA,NA,NA,"VU","Great Spotted Kiwi"
"10",22678135,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamus","Tinamus tao","Temminck, 1815",NA,NA,NA,"VU","Grey Tinamou"
"11",22678139,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamus","Tinamus solitarius","(Vieillot, 1819)",NA,NA,NA,"NT","Solitary Tinamou"
"12",22678145,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamus","Tinamus osgoodi","Conover, 1949",NA,NA,NA,"VU","Black Tinamou"
"13",22678148,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamus","Tinamus major","(Gmelin, 1789)",NA,NA,NA,"LC","Great Tinamou"
"14",22678151,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamus","Tinamus guttatus","Pelzeln, 1863",NA,NA,NA,"NT","White-throated Tinamou"
"15",22678154,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothocercus","Nothocercus bonapartei","Gray, 1867",NA,NA,NA,"LC","Highland Tinamou"
"16",22678157,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothocercus","Nothocercus julius","(Bonaparte, 1854)",NA,NA,NA,"LC","Tawny-breasted Tinamou"
"17",22678160,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothocercus","Nothocercus nigrocapillus","(G.R. Gray, 1867)",NA,NA,NA,"LC","Hooded Tinamou"
"18",22678163,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus berlepschi","Rothschild, 1897",NA,NA,NA,"LC","Berlepsch's Tinamou"
"19",22678166,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus cinereus","(Gmelin, 1789)",NA,NA,NA,"LC","Cinereous Tinamou"
"20",22678169,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus soui","(Hermann, 1783)",NA,NA,NA,"LC","Little Tinamou"
"21",22678172,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus ptaritepui","Zimmer & Phelps, 1945",NA,NA,NA,"LC","Tepui Tinamou"
"22",22678176,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus obsoletus","(Temminck, 1815)",NA,NA,NA,"LC","Brown Tinamou"
"23",22678179,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus cinnamomeus","(Lesson, 1842)",NA,NA,NA,"LC","Thicket Tinamou"
"24",22678182,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus undulatus","(Temminck, 1815)",NA,NA,NA,"LC","Undulated Tinamou"
"25",22678185,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus transfasciatus","(Sclater & Salvin, 1878)",NA,NA,NA,"NT","Pale-browed Tinamou"
"26",22678188,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus strigulosus","(Temminck, 1815)",NA,NA,NA,"LC","Brazilian Tinamou"
"27",22678191,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus boucardi","(Sclater, 1859)",NA,NA,NA,"VU","Slaty-breasted Tinamou"
"28",22678194,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus kerriae","(Chapman, 1915)",NA,NA,NA,"NT","Choco Tinamou"
"29",22678213,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus duidae","Zimmer, 1938",NA,NA,NA,"LC","Grey-legged Tinamou"
"30",22678217,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus noctivagus","(Wied, 1820)",NA,NA,NA,"NT","Yellow-legged Tinamou"
"31",22678220,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus atrocapillus","(Tschudi, 1844)",NA,NA,NA,"LC","Black-capped Tinamou"
"32",22678223,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus variegatus","(Gmelin, 1789)",NA,NA,NA,"LC","Variegated Tinamou"
"33",22678226,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus brevirostris","(Pelzeln, 1863)",NA,NA,NA,"LC","Rusty Tinamou"
"34",22678229,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus bartletti","(Sclater & Salvin, 1873)",NA,NA,NA,"LC","Bartlett's Tinamou"
"35",22678232,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus parvirostris","(Wagler, 1827)",NA,NA,NA,"LC","Small-billed Tinamou"
"36",22678235,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus casiquiare","(Chapman, 1929)",NA,NA,NA,"LC","Barred Tinamou"
"37",22678238,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Crypturellus tataupa","(Temminck, 1815)",NA,NA,NA,"LC","Tataupa Tinamou"
"38",22678246,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothoprocta","Nothoprocta taczanowskii","Sclater & Salvin, 1875",NA,NA,NA,"VU","Taczanowski's Tinamou"
"39",22678254,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothoprocta","Nothoprocta ornata","(Gray, 1867)",NA,NA,NA,"LC","Ornate Tinamou"
"40",22678259,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothoprocta","Nothoprocta pentlandii","(Gray, 1867)",NA,NA,NA,"LC","Andean Tinamou"
"41",22678262,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothoprocta","Nothoprocta cinerascens","(Burmeister, 1860)",NA,NA,NA,"LC","Brushland Tinamou"
"42",22678265,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothoprocta","Nothoprocta perdicaria","(Kittlitz, 1830)",NA,NA,NA,"LC","Chilean Tinamou"
"43",22678268,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothoprocta","Nothoprocta curvirostris","Sclater & Salvin, 1873",NA,NA,NA,"LC","Curve-billed Tinamou"
"44",22678271,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothura","Nothura darwinii","Gray, 1867",NA,NA,NA,"LC","Darwin's Nothura"
"45",22678280,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothura","Nothura minor","(Spix, 1825)",NA,NA,NA,"VU","Lesser Nothura"
"46",22678283,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Nothura","Nothura boraquira","(Spix, 1825)",NA,NA,NA,"LC","White-bellied Nothura"
"47",22678286,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Taoniscus","Taoniscus nanus","(Temminck, 1815)",NA,NA,NA,"EN","Dwarf Tinamou"
"48",22678289,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Eudromia","Eudromia elegans","Geoffroy Saint-Hilaire, 1832",NA,NA,NA,"LC","Elegant Crested Tinamou"
"49",22678294,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Eudromia","Eudromia formosa","(Lillo, 1905)",NA,NA,NA,"LC","Quebracho Crested Tinamou"
"50",22678299,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamotis","Tinamotis pentlandii","Vigors, 1837",NA,NA,NA,"LC","Puna Tinamou"
"51",22678302,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Tinamotis","Tinamotis ingoufi","Oustalet, 1890",NA,NA,NA,"LC","Patagonian Tinamou"
"52",22678305,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis vetula","(Wagler, 1830)",NA,NA,NA,"LC","Plain Chachalaca"
"53",22678308,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis cinereiceps","Gray, 1867",NA,NA,NA,"LC","Grey-headed Chachalaca"
"54",22678312,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis garrula","(Humboldt, 1805)",NA,NA,NA,"LC","Chestnut-winged Chachalaca"
"55",22678315,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis ruficauda","Jardine, 1847",NA,NA,NA,"LC","Rufous-vented Chachalaca"
"56",22678318,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis erythroptera","Sclater & Salvin, 1870",NA,NA,NA,"VU","Rufous-headed Chachalaca"
"57",22678322,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis wagleri","Gray, 1867",NA,NA,NA,"LC","Rufous-bellied Chachalaca"
"58",22678325,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis poliocephala","(Wagler, 1830)",NA,NA,NA,"LC","West Mexican Chachalaca"
"59",22678328,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis canicollis","(Wagler, 1830)",NA,NA,NA,"LC","Chaco Chachalaca"
"60",22678331,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis leucogastra","(Gould, 1843)",NA,NA,NA,"LC","White-bellied Chachalaca"
"61",22678342,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis motmot","(Linnaeus, 1766)",NA,NA,NA,"LC","Little Chachalaca"
"62",22678348,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Ortalis","Ortalis superciliaris","Gray, 1867",NA,NA,NA,"LC","Buff-browed Chachalaca"
"63",22678354,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope argyrotis","(Bonaparte, 1856)",NA,NA,NA,"LC","Band-tailed Guan"
"64",22678357,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope barbata","Chapman, 1921",NA,NA,NA,"NT","Bearded Guan"
"65",22678360,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope ortoni","Salvin, 1874",NA,NA,NA,"EN","Baudo Guan"
"66",22678364,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope montagnii","(Bonaparte, 1856)",NA,NA,NA,"LC","Andean Guan"
"67",22678367,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope marail","(Müller, 1776)",NA,NA,NA,"LC","Marail Guan"
"68",22678370,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope superciliaris","Temminck, 1815",NA,NA,NA,"NT","Rusty-margined Guan"
"69",22678373,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope dabbenei","Hellmayr & Conover, 1942",NA,NA,NA,"LC","Red-faced Guan"
"70",22678376,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope purpurascens","Wagler, 1830",NA,NA,NA,"NT","Crested Guan"
"71",22678379,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope perspicax","Bangs, 1911",NA,NA,NA,"VU","Cauca Guan"
"72",22678382,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope albipennis","Taczanowski, 1878",NA,NA,NA,"EN","White-winged Guan"
"73",22678386,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope jacquacu","Spix, 1825",NA,NA,NA,"LC","Spix's Guan"
"74",22678389,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope obscura","Temminck, 1815",NA,NA,NA,"LC","Dusky-legged Guan"
"75",22678392,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope pileata","Wagler, 1830",NA,NA,NA,"VU","White-crested Guan"
"76",22678395,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope ochrogaster","Pelzeln, 1870",NA,NA,NA,"VU","Chestnut-bellied Guan"
"77",22678398,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Penelope jacucaca","Spix, 1825",NA,NA,NA,"VU","White-browed Guan"
"78",22678401,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Pipile","Pipile pipile","(Jacquin, 1784)",NA,NA,NA,"CR","Trinidad Piping-guan"
"79",22678422,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Pipile","Pipile cujubi","(Pelzeln, 1858)",NA,NA,NA,"VU","Red-throated Piping-guan"
"80",22678429,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Pipile","Pipile jacutinga","(Spix, 1825)",NA,NA,NA,"EN","Black-fronted Piping-guan"
"81",22678440,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Aburria","Aburria aburri","(Lesson, 1828)",NA,NA,NA,"LC","Wattled Guan"
"82",22678443,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Chamaepetes","Chamaepetes unicolor","Salvin, 1867",NA,NA,NA,"LC","Black Guan"
"83",22678446,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Chamaepetes","Chamaepetes goudotii","(Lesson, 1828)",NA,NA,NA,"LC","Sickle-winged Guan"
"84",22678449,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelopina","Penelopina nigra","(Fraser, 1852)",NA,NA,NA,"VU","Highland Guan"
"85",22678453,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Oreophasis","Oreophasis derbianus","Gray, 1844",NA,NA,NA,"EN","Horned Guan"
"86",22678461,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Nothocrax","Nothocrax urumutum","(Spix, 1825)",NA,NA,NA,"LC","Nocturnal Curassow"
"87",22678464,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Mitu","Mitu tomentosum","(Spix, 1825)",NA,NA,NA,"LC","Crestless Curassow"
"88",22678472,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Mitu","Mitu salvini","(Reinhardt, 1879)",NA,NA,NA,"LC","Salvin's Curassow"
"89",22678478,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Mitu","Mitu tuberosum","(Spix, 1825)",NA,NA,NA,"NT","Razor-billed Curassow"
"90",22678486,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Mitu","Mitu mitu","(Linnaeus, 1766)",NA,NA,NA,"EW","Alagoas Curassow"
"91",22678497,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Pauxi","Pauxi pauxi","(Linnaeus, 1766)",NA,NA,NA,"VU","Helmeted Curassow"
"92",22678521,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Crax","Crax rubra","Linnaeus, 1758",NA,NA,NA,"VU","Great Curassow"
"93",22678525,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Crax","Crax alberti","Fraser, 1852",NA,NA,NA,"CR","Blue-billed Curassow"
"94",22678530,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Crax","Crax daubentoni","Gray, 1867",NA,NA,NA,"NT","Yellow-knobbed Curassow"
"95",22678534,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Crax","Crax alector","Linnaeus, 1766",NA,NA,NA,"LC","Black Curassow"
"96",22678537,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Crax","Crax globulosa","Spix, 1825",NA,NA,NA,"EN","Wattled Curassow"
"97",22678544,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Crax","Crax blumenbachii","Spix, 1825",NA,NA,NA,"EN","Red-billed Curassow"
"98",22678551,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Alectura","Alectura lathami","Gray, 1831",NA,NA,NA,"LC","Australian Brush-turkey"
"99",22678555,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Aepypodius","Aepypodius arfakianus","(Salvadori, 1877)",NA,NA,NA,"LC","Wattled Brush-turkey"
"100",22678559,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Aepypodius","Aepypodius bruijnii","(Oustalet, 1880)",NA,NA,NA,"EN","Waigeo Brush-turkey"
"101",22678564,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Talegalla","Talegalla cuvieri","Lesson, 1828",NA,NA,NA,"LC","Red-billed Brush-turkey"
"102",22678568,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Talegalla","Talegalla fuscirostris","Salvadori, 1877",NA,NA,NA,"LC","Black-billed Brush-turkey"
"103",22678572,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Talegalla","Talegalla jobiensis","Meyer, 1874",NA,NA,NA,"LC","Collared Brush-turkey"
"104",22678576,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Macrocephalon","Macrocephalon maleo","Müller, 1846",NA,NA,NA,"CR","Maleo"
"105",22678583,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius nicobariensis","Blyth, 1846",NA,NA,NA,"VU","Nicobar Scrubfowl"
"106",22678588,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius cumingii","Dillwyn, 1853",NA,NA,NA,"LC","Philippine Scrubfowl"
"107",22678593,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius bernsteinii","Schlegel, 1866",NA,NA,NA,"VU","Sula Scrubfowl"
"108",22678602,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius freycinet","Gaimard, 1823",NA,NA,NA,"LC","Dusky Scrubfowl"
"109",22678607,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius decollatus","Oustalet, 1878",NA,NA,NA,"LC","New Guinea Scrubfowl"
"110",22678611,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius eremita","Hartlaub, 1867",NA,NA,NA,"LC","Melanesian Scrubfowl"
"111",22678615,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius layardi","Tristram, 1879",NA,NA,NA,"VU","Vanuatu Scrubfowl"
"112",22678620,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius laperouse","Gaimard, 1823",NA,NA,NA,"NT","Micronesian Scrubfowl"
"113",22678625,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Megapodius","Megapodius pritchardii","Gray, 1864",NA,NA,NA,"VU","Tongan Scrubfowl"
"114",22678632,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Eulipoa","Eulipoa wallacei","(Gray, 1860)",NA,NA,NA,"VU","Moluccan Scrubfowl"
"115",22678646,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","MEGAPODIIDAE","Leipoa","Leipoa ocellata","Gould, 1840",NA,NA,NA,"VU","Malleefowl"
"116",22678649,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Lerwa","Lerwa lerwa","(Hodgson, 1833)",NA,NA,NA,"LC","Snow Partridge"
"117",22678652,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Ammoperdix","Ammoperdix griseogularis","(Brandt, 1843)",NA,NA,NA,"LC","See-see Partridge"
"118",22678657,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Ammoperdix","Ammoperdix heyi","(Temminck, 1825)",NA,NA,NA,"LC","Sand Partridge"
"119",22678661,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraogallus","Tetraogallus caucasicus","(Pallas, 1811)",NA,NA,NA,"LC","Caucasian Snowcock"
"120",22678664,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraogallus","Tetraogallus caspius","(Gmelin, 1784)",NA,NA,NA,"LC","Caspian Snowcock"
"121",22678667,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraogallus","Tetraogallus tibetanus","Gould, 1854",NA,NA,NA,"LC","Tibetan Snowcock"
"122",22678670,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraogallus","Tetraogallus altaicus","(Gebler, 1836)",NA,NA,NA,"LC","Altai Snowcock"
"123",22678673,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraogallus","Tetraogallus himalayensis","Gray, 1843",NA,NA,NA,"LC","Himalayan Snowcock"
"124",22678676,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraophasis","Tetraophasis obscurus","(Verreaux, 1869)",NA,NA,NA,"LC","Chestnut-throated Partridge"
"125",22678680,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Tetraophasis","Tetraophasis szechenyii","Madarász, 1885",NA,NA,NA,"LC","Buff-throated Partridge"
"126",22678684,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris graeca","(Meisner, 1804)",NA,NA,NA,"NT","Rock Partridge"
"127",22678691,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris chukar","(Gray, 1830)",NA,NA,NA,"LC","Chukar"
"128",22678698,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris philbyi","Lowe, 1934",NA,NA,NA,"LC","Philby's Partridge"
"129",22678703,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris magna","(Przewalski, 1876)",NA,NA,NA,"LC","Przevalski's Partridge"
"130",22678707,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris barbara","(Bonnaterre, 1790)",NA,NA,NA,"LC","Barbary Partridge"
"131",22678711,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris rufa","(Linnaeus, 1758)",NA,NA,NA,"NT","Red-legged Partridge"
"132",22678714,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Alectoris","Alectoris melanocephala","(Rüppell, 1835)",NA,NA,NA,"LC","Arabian Partridge"
"133",22678719,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Francolinus","Francolinus francolinus","(Linnaeus, 1766)",NA,NA,NA,"LC","Black Francolin"
"134",22678722,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Francolinus","Francolinus pictus","(Jardine & Selby, 1828)",NA,NA,NA,"LC","Painted Francolin"
"135",22678725,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Francolinus","Francolinus pintadeanus","(Scopoli, 1786)",NA,NA,NA,"LC","Chinese Francolin"
"136",22678728,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Ortygornis","Ortygornis pondicerianus","(Gmelin, 1789)",NA,NA,NA,"LC","Grey Francolin"
"137",22678733,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Ortygornis","Ortygornis gularis","(Temminck, 1815)",NA,NA,NA,"VU","Swamp Francolin"
"138",22678736,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Campocolinus","Campocolinus coqui","(Smith, 1836)",NA,NA,NA,"LC","Coqui Francolin"
"139",22678740,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Campocolinus","Campocolinus albogularis","(Hartlaub, 1854)",NA,NA,NA,"LC","White-throated Francolin"
"140",22678744,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Campocolinus","Campocolinus schlegelii","(Heuglin, 1863)",NA,NA,NA,"LC","Schlegel's Francolin"
"141",22678748,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Peliperdix","Peliperdix lathami","(Hartlaub, 1854)",NA,NA,NA,"LC","Forest Francolin"
