"","IUCN_Species","Avonet_Species","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","category","Mass","Trophic_Niche","Genus","Genus_Avg_Mass","Genus_Trophic_data","Genus_Trophic","Body_Mass","Functional_Group"
"6818","Sibia souliei","Sibia souliei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",39.3,"Invertivore","Sibia",38.475,4,"Invertivore",39.3,"Invertivore"
"6819","Sibia morrisoniana","Sibia morrisoniana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24,"Invertivore","Sibia",38.475,4,"Invertivore",24,"Invertivore"
"6820","Siva cyanouroptera","Siva cyanouroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",17,"Invertivore","Siva",17,1,"Invertivore",17,"Invertivore"
"6821","Chrysominla strigula","Chrysominla strigula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",19.2,"Invertivore","Chrysominla",19.2,1,"Invertivore",19.2,"Invertivore"
"6822","Minla ignotincta","Minla ignotincta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.3,"Invertivore","Minla",14.3,1,"Invertivore",14.3,"Invertivore"
"6823","Lioparus chrysotis","Lioparus chrysotis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.5,"Invertivore","Lioparus",5.5,1,"Invertivore",5.5,"Invertivore"
"6824","Schoeniparus variegaticeps","Schoeniparus variegaticeps",0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,"VU",13.2,"Invertivore","Schoeniparus",13.9714285714286,7,"Invertivore",13.2,"Invertivore"
"6825","Schoeniparus cinereus","Schoeniparus cinereus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",11,"Invertivore","Schoeniparus",13.9714285714286,7,"Invertivore",11,"Invertivore"
"6826","Fulvetta vinipectus","Fulvetta vinipectus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",12,"Invertivore","Fulvetta",10.7125,8,"Invertivore",12,"Invertivore"
"6827","Fulvetta striaticollis","Fulvetta striaticollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",13.2,"Invertivore","Fulvetta",10.7125,8,"Invertivore",13.2,"Invertivore"
"6828","Fulvetta ludlowi","Fulvetta ludlowi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",10.5,"Invertivore","Fulvetta",10.7125,8,"Invertivore",10.5,"Invertivore"
"6829","Schoeniparus rufogularis","Schoeniparus rufogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",13.2,"Invertivore","Schoeniparus",13.9714285714286,7,"Invertivore",13.2,"Invertivore"
"6830","Schoeniparus brunneus","Schoeniparus brunneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",17.4,"Invertivore","Schoeniparus",13.9714285714286,7,"Invertivore",17.4,"Invertivore"
"6831","Schoeniparus dubius","Schoeniparus dubius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",18,"Invertivore","Schoeniparus",13.9714285714286,7,"Invertivore",18,"Invertivore"
"6832","Alcippe brunneicauda","Alcippe brunneicauda",0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,"NT",14.3,"Invertivore","Alcippe",15.8571428571429,7,"Invertivore",14.3,"Invertivore"
"6833","Alcippe poioicephala","Alcippe poioicephala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",20.7,"Invertivore","Alcippe",15.8571428571429,7,"Invertivore",20.7,"Invertivore"
"6834","Alcippe pyrrhoptera","Alcippe pyrrhoptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",16.3,"Invertivore","Alcippe",15.8571428571429,7,"Invertivore",16.3,"Invertivore"
"6835","Alcippe morrisonia","Alcippe morrisonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",15.3,"Invertivore","Alcippe",15.8571428571429,7,"Invertivore",15.3,"Invertivore"
"6836","Alcippe nipalensis","Alcippe nipalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",15.8,"Invertivore","Alcippe",15.8571428571429,7,"Invertivore",15.8,"Invertivore"
"6837","Sylvia nigricapillus","Sylvia nigricapillus",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"VU",29.6,"Frugivore","Sylvia",20.4142857142857,7,"Invertivore",29.6,"Frugivore"
"6838","Kupeornis gilberti","Kupeornis gilberti",0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,"VU",64,"Invertivore","Kupeornis",53.6666666666667,3,"Invertivore",64,"Invertivore"
"6839","Kupeornis rufocinctus","Kupeornis rufocinctus",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"EN",47,"Invertivore","Kupeornis",53.6666666666667,3,"Invertivore",47,"Invertivore"
"6840","Kupeornis chapini","Kupeornis chapini",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"LC",50,"Invertivore","Kupeornis",53.6666666666667,3,"Invertivore",50,"Invertivore"
"6841","Sylvia galinieri","Parophasma galinieri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",21.5,"Frugivore","Sylvia",20.4142857142857,7,"Invertivore",21.5,"Frugivore"
"6842","Laniellus langbianis","Laniellus langbianis",0,0,0,2,2,2,0,0,0,0,0,2,1,0,0,0,"EN",45,"Invertivore","Laniellus",45,2,"Invertivore",45,"Invertivore"
"6843","Laniellus albonotatus","Laniellus albonotatus",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"NT",45,"Invertivore","Laniellus",45,2,"Invertivore",45,"Invertivore"
"6844","Leioptila annectens","Leioptila annectens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.5,"Invertivore","Leioptila",24.5,1,"Invertivore",24.5,"Invertivore"
"6845","Heterophasia capistrata","Heterophasia capistrata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",39.4,"Omnivore","Heterophasia",37.9428571428571,7,"Omnivore",39.4,"Omnivore"
"6846","Heterophasia gracilis","Heterophasia gracilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",37.8,"Invertivore","Heterophasia",37.9428571428571,7,"Omnivore",37.8,"Invertivore"
"6847","Heterophasia auricularis","Heterophasia auricularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",41.8,"Omnivore","Heterophasia",37.9428571428571,7,"Omnivore",41.8,"Omnivore"
"6848","Heterophasia pulchella","Heterophasia pulchella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",40.6,"Invertivore","Heterophasia",37.9428571428571,7,"Omnivore",40.6,"Invertivore"
"6849","Heterophasia picaoides","Heterophasia picaoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",42.4,"Omnivore","Heterophasia",37.9428571428571,7,"Omnivore",42.4,"Omnivore"
"6850","Staphida everetti","Yuhina everetti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",12.1,"Invertivore","Staphida",11.9,3,"Invertivore",12.1,"Invertivore"
"6851","Yuhina bakeri","Yuhina bakeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",17.1,"Invertivore","Yuhina",14.8285714285714,7,"Invertivore",17.1,"Invertivore"
"6852","Yuhina flavicollis","Yuhina flavicollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",16.9,"Invertivore","Yuhina",14.8285714285714,7,"Invertivore",16.9,"Invertivore"
"6853","Yuhina humilis","Yuhina humilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14,"Invertivore","Yuhina",14.8285714285714,7,"Invertivore",14,"Invertivore"
"6854","Yuhina gularis","Yuhina gularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",20.8,"Invertivore","Yuhina",14.8285714285714,7,"Invertivore",20.8,"Invertivore"
"6855","Parayuhina diademata","Yuhina diademata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",22,"Invertivore","Parayuhina",22,1,"Invertivore",22,"Invertivore"
"6856","Yuhina occipitalis","Yuhina occipitalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",13,"Invertivore","Yuhina",14.8285714285714,7,"Invertivore",13,"Invertivore"
"6857","Yuhina brunneiceps","Yuhina brunneiceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",12.5,"Omnivore","Yuhina",14.8285714285714,7,"Invertivore",12.5,"Omnivore"
"6858","Yuhina nigrimenta","Yuhina nigrimenta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",9.5,"Invertivore","Yuhina",14.8285714285714,7,"Invertivore",9.5,"Invertivore"
"6859","Erpornis zantholeuca","Erpornis zantholeuca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",11.8,"Invertivore","Erpornis",11.8,1,"Invertivore",11.8,"Invertivore"
"6860","Myzornis pyrrhoura","Myzornis pyrrhoura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",11.9,"Invertivore","Myzornis",11.9,1,"Invertivore",11.9,"Invertivore"
"6861","Oxylabes madagascariensis","Oxylabes madagascariensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",23.3,"Invertivore","Oxylabes",23.3,1,"Invertivore",23.3,"Invertivore"
"6862","Crossleyia xanthophrys","Crossleyia xanthophrys",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"LC",19.9,"Invertivore","Crossleyia",20.65,2,"Invertivore",19.9,"Invertivore"
"6863","Mystacornis crossleyi","Mystacornis crossleyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.5,"Invertivore","Mystacornis",24.5,1,"Invertivore",24.5,"Invertivore"
"6864","Panurus biarmicus","Panurus biarmicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",13.8,"Invertivore","Panurus",13.8,1,"Invertivore",13.8,"Invertivore"
"6865","Paradoxornis aemodium","Conostoma aemodium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",84,"Omnivore","Paradoxornis",35.9,10,"Omnivore",84,"Omnivore"
"6866","Paradoxornis paradoxus","Cholornis paradoxus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",35,"Omnivore","Paradoxornis",35.9,10,"Omnivore",35,"Omnivore"
"6867","Paradoxornis unicolor","Cholornis unicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",34,"Omnivore","Paradoxornis",35.9,10,"Omnivore",34,"Omnivore"
"6868","Paradoxornis flavirostris","Paradoxornis flavirostris",0,2,0,2,1,2,0,0,0,0,2,0,0,2,0,0,"VU",26,"Omnivore","Paradoxornis",35.9,10,"Omnivore",26,"Omnivore"
"6869","Paradoxornis guttaticollis","Paradoxornis guttaticollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",26,"Omnivore","Paradoxornis",35.9,10,"Omnivore",26,"Omnivore"
"6870","Suthora conspicillata","Sinosuthora conspicillata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",8.5,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",8.5,"Omnivore"
"6871","Suthora webbiana","Sinosuthora webbiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",10.9,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",10.9,"Omnivore"
"6872","Suthora alphonsiana","Sinosuthora alphonsiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",10.5,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",10.5,"Omnivore"
"6873","Suthora zappeyi","Sinosuthora zappeyi",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,"VU",9.5,"Invertivore","Suthora",9.14166666666667,12,"Omnivore",9.5,"Invertivore"
"6874","Suthora przewalskii","Sinosuthora przewalskii",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"LC",8.5,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",8.5,"Omnivore"
"6875","Suthora fulvifrons","Suthora fulvifrons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.4,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",6.4,"Omnivore"
"6876","Suthora nipalensis","Suthora nipalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.5,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",5.5,"Omnivore"
"6877","Suthora verreauxi","Suthora verreauxi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6,"Invertivore","Suthora",9.14166666666667,12,"Omnivore",6,"Invertivore"
"6878","Suthora davidiana","Neosuthora davidiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",8.5,"Omnivore","Suthora",9.14166666666667,12,"Omnivore",8.5,"Omnivore"
"6879","Suthora atrosuperciliaris","Chleuasicus atrosuperciliaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",16.8,"Granivore","Suthora",9.14166666666667,12,"Omnivore",16.8,"Granivore"
"6880","Paradoxornis heudei","Paradoxornis heudei",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,"NT",32,"Invertivore","Paradoxornis",35.9,10,"Omnivore",32,"Invertivore"
"6881","Rhabdornis mystacalis","Rhabdornis mystacalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",25.6,"Omnivore","Rhabdornis",37.325,4,"Omnivore",25.6,"Omnivore"
"6882","Rhabdornis grandis","Rhabdornis grandis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",45.5,"Omnivore","Rhabdornis",37.325,4,"Omnivore",45.5,"Omnivore"
"6883","Chamaea fasciata","Chamaea fasciata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.7,"Invertivore","Chamaea",14.7,1,"Invertivore",14.7,"Invertivore"
"6884","Curruca buryi","Sylvia buryi",0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,"NT",22,"Invertivore","Curruca",13.25,24,"Invertivore",22,"Invertivore"
"6885","Curruca lugens","Sylvia lugens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.9,"Invertivore","Curruca",13.25,24,"Invertivore",14.9,"Invertivore"
"6886","Curruca boehmi","Sylvia boehmi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14,"Omnivore","Curruca",13.25,24,"Invertivore",14,"Omnivore"
"6887","Curruca layardi","Sylvia layardi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.3,"Invertivore","Curruca",13.25,24,"Invertivore",14.3,"Invertivore"
"6888","Curruca subcoerulea","Sylvia subcoerulea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.6,"Invertivore","Curruca",13.25,24,"Invertivore",14.6,"Invertivore"
"6889","Sylvia atricapilla","Sylvia atricapilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",16.7,"Omnivore","Sylvia",20.4142857142857,7,"Invertivore",16.7,"Omnivore"
"6890","Sylvia borin","Sylvia borin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",18.2,"Omnivore","Sylvia",20.4142857142857,7,"Invertivore",18.2,"Omnivore"
"6891","Curruca communis","Sylvia communis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",15.1,"Invertivore","Curruca",13.25,24,"Invertivore",15.1,"Invertivore"
"6892","Curruca nisoria","Sylvia nisoria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",22.5,"Invertivore","Curruca",13.25,24,"Invertivore",22.5,"Invertivore"
"6893","Curruca leucomelaena","Sylvia leucomelaena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",13.9,"Invertivore","Curruca",13.25,24,"Invertivore",13.9,"Invertivore"
"6894","Curruca ruppeli","Sylvia ruppeli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",12.8,"Invertivore","Curruca",13.25,24,"Invertivore",12.8,"Invertivore"
"6895","Curruca melanocephala","Sylvia melanocephala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",11.7,"Invertivore","Curruca",13.25,24,"Invertivore",11.7,"Invertivore"
"6896","Curruca melanothorax","Sylvia melanothorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",11.4,"Invertivore","Curruca",13.25,24,"Invertivore",11.4,"Invertivore"
"6897","Curruca mystacea","Sylvia mystacea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",9.9,"Invertivore","Curruca",13.25,24,"Invertivore",9.9,"Invertivore"
"6898","Curruca conspicillata","Sylvia conspicillata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",9,"Invertivore","Curruca",13.25,24,"Invertivore",9,"Invertivore"
"6899","Curruca deserticola","Sylvia deserticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",8.6,"Invertivore","Curruca",13.25,24,"Invertivore",8.6,"Invertivore"
"6900","Curruca undata","Sylvia undata",0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,"NT",10.8,"Invertivore","Curruca",13.25,24,"Invertivore",10.8,"Invertivore"
"6901","Mirafra passerina","Mirafra passerina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.7,"Invertivore","Mirafra",31.0809523809524,21,"Omnivore",24.7,"Invertivore"
"6902","Mirafra cheniana","Mirafra cheniana",0,1,0,2,0,0,0,0,0,1,2,0,2,0,0,0,"LC",29.2,"Granivore","Mirafra",31.0809523809524,21,"Omnivore",29.2,"Granivore"
"6903","Mirafra albicauda","Mirafra albicauda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",22.2,"Omnivore","Mirafra",31.0809523809524,21,"Omnivore",22.2,"Omnivore"
"6904","Eremopterix hova","Eremopterix hova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",18.9,"Omnivore","Eremopterix",15.825,8,"Granivore",18.9,"Omnivore"
"6905","Mirafra cordofanica","Mirafra cordofanica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",29.2,"Omnivore","Mirafra",31.0809523809524,21,"Omnivore",29.2,"Omnivore"
"6906","Mirafra williamsi","Mirafra williamsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",29.2,"Omnivore","Mirafra",31.0809523809524,21,"Omnivore",29.2,"Omnivore"
"6907","Mirafra pulpa","Mirafra pulpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DD",21.9,"Granivore","Mirafra",31.0809523809524,21,"Omnivore",21.9,"Granivore"
"6908","Mirafra hypermetra","Mirafra hypermetra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",61.4,"Invertivore","Mirafra",31.0809523809524,21,"Omnivore",61.4,"Invertivore"
"6909","Mirafra sharpii","Mirafra sharpii",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,"EN",45,"Invertivore","Mirafra",31.0809523809524,21,"Omnivore",45,"Invertivore"
"6910","Mirafra angolensis","Mirafra angolensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",36.2,"Omnivore","Mirafra",31.0809523809524,21,"Omnivore",36.2,"Omnivore"
"6911","Mirafra rufocinnamomea","Mirafra rufocinnamomea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",26.3,"Invertivore","Mirafra",31.0809523809524,21,"Omnivore",26.3,"Invertivore"
"6912","Mirafra collaris","Mirafra collaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",29.2,"Invertivore","Mirafra",31.0809523809524,21,"Omnivore",29.2,"Invertivore"
"6913","Mirafra erythroptera","Mirafra erythroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",21.3,"Omnivore","Mirafra",31.0809523809524,21,"Omnivore",21.3,"Omnivore"
"6914","Calendulauda rufa","Mirafra rufa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",29.2,"Omnivore","Calendulauda",27.5375,8,"Omnivore",29.2,"Omnivore"
"6915","Calendulauda poecilosterna","Calendulauda poecilosterna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.7,"Invertivore","Calendulauda",27.5375,8,"Omnivore",24.7,"Invertivore"
"6916","Calendulauda sabota","Calendulauda sabota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.7,"Granivore","Calendulauda",27.5375,8,"Omnivore",24.7,"Granivore"
"6917","Pinarocorys erythropygia","Pinarocorys erythropygia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",30.1,"Invertivore","Pinarocorys",34.1,2,"Invertivore",30.1,"Invertivore"
"6918","Pinarocorys nigricans","Pinarocorys nigricans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",38.1,"Invertivore","Pinarocorys",34.1,2,"Invertivore",38.1,"Invertivore"
"6919","Heteromirafra ruddi","Heteromirafra ruddi",0,1,0,2,0,2,0,0,0,2,2,0,2,0,0,0,"EN",26.6,"Omnivore","Heteromirafra",28.3,2,"Omnivore",26.6,"Omnivore"
"6920","Certhilauda chuana","Certhilauda chuana",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",44.1,"Omnivore","Certhilauda",41.325,4,"Invertivore",44.1,"Omnivore"
"6921","Calendulauda albescens","Calendulauda albescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",30.4,"Invertivore","Calendulauda",27.5375,8,"Omnivore",30.4,"Invertivore"
"6922","Calendulauda burra","Calendulauda burra",0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,"VU",37.4,"Omnivore","Calendulauda",27.5375,8,"Omnivore",37.4,"Omnivore"
"6923","Chersomanes albofasciata","Chersomanes albofasciata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.6,"Invertivore","Chersomanes",24.6,1,"Invertivore",24.6,"Invertivore"
"6924","Eremopterix leucotis","Eremopterix leucotis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",16.4,"Granivore","Eremopterix",15.825,8,"Granivore",16.4,"Granivore"
"6925","Eremopterix australis","Eremopterix australis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.2,"Granivore","Eremopterix",15.825,8,"Granivore",14.2,"Granivore"
"6926","Eremopterix verticalis","Eremopterix verticalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",17,"Granivore","Eremopterix",15.825,8,"Granivore",17,"Granivore"
"6927","Eremopterix leucopareia","Eremopterix leucopareia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.5,"Granivore","Eremopterix",15.825,8,"Granivore",14.5,"Granivore"
"6928","Eremopterix signatus","Eremopterix signatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",15.7,"Granivore","Eremopterix",15.825,8,"Granivore",15.7,"Granivore"
"6929","Eremopterix nigriceps","Eremopterix nigriceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",13.9,"Granivore","Eremopterix",15.825,8,"Granivore",13.9,"Granivore"
"6930","Eremopterix griseus","Eremopterix griseus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",16,"Granivore","Eremopterix",15.825,8,"Granivore",16,"Granivore"
"6931","Ammomanes cinctura","Ammomanes cinctura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",18.1,"Granivore","Ammomanes",22.5,3,"Omnivore",18.1,"Granivore"
"6932","Ammomanes phoenicura","Ammomanes phoenicura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",25.6,"Omnivore","Ammomanes",22.5,3,"Omnivore",25.6,"Omnivore"
"6933","Ammomanes deserti","Ammomanes deserti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",23.8,"Omnivore","Ammomanes",22.5,3,"Omnivore",23.8,"Omnivore"
"6934","Ammomanopsis grayi","Ammomanopsis grayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",21.4,"Omnivore","Ammomanopsis",21.4,1,"Omnivore",21.4,"Omnivore"
"6935","Alaemon alaudipes","Alaemon alaudipes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",43.7,"Invertivore","Alaemon",43.7,2,"Invertivore",43.7,"Invertivore"
"6936","Alaemon hamertoni","Alaemon hamertoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",43.7,"Invertivore","Alaemon",43.7,2,"Invertivore",43.7,"Invertivore"
"6937","Ramphocoris clotbey","Ramphocoris clotbey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",49.1,"Omnivore","Ramphocoris",49.1,1,"Omnivore",49.1,"Omnivore"
"6938","Melanocorypha calandra","Melanocorypha calandra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",61.6,"Omnivore","Melanocorypha",60.9,5,"Omnivore",61.6,"Omnivore"
"6939","Melanocorypha bimaculata","Melanocorypha bimaculata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",54.1,"Omnivore","Melanocorypha",60.9,5,"Omnivore",54.1,"Omnivore"
"6940","Melanocorypha maxima","Melanocorypha maxima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",75,"Omnivore","Melanocorypha",60.9,5,"Omnivore",75,"Omnivore"
"6941","Melanocorypha mongolica","Melanocorypha mongolica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",53.9,"Omnivore","Melanocorypha",60.9,5,"Omnivore",53.9,"Omnivore"
"6942","Alauda leucoptera","Alauda leucoptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",45.3,"Omnivore","Alauda",32.7,4,"Omnivore",45.3,"Omnivore"
"6943","Melanocorypha yeltoniensis","Melanocorypha yeltoniensis",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"LC",59.9,"Omnivore","Melanocorypha",60.9,5,"Omnivore",59.9,"Omnivore"
"6944","Calandrella acutirostris","Calandrella acutirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",20.2,"Omnivore","Calandrella",22.25,6,"Granivore",20.2,"Omnivore"
"6945","Alaudala raytal","Alaudala raytal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",18.5,"Omnivore","Alaudala",22.2333333333333,3,"Omnivore",18.5,"Omnivore"
"6946","Alaudala somalica","Alaudala somalica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",24.1,"Omnivore","Alaudala",22.2333333333333,3,"Omnivore",24.1,"Omnivore"
"6947","Spizocorys conirostris","Spizocorys conirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",14.3,"Granivore","Spizocorys",18.2285714285714,7,"Granivore",14.3,"Granivore"
"6948","Spizocorys sclateri","Spizocorys sclateri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NT",19,"Granivore","Spizocorys",18.2285714285714,7,"Granivore",19,"Granivore"
"6949","Spizocorys obbiensis","Spizocorys obbiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DD",13.5,"Invertivore","Spizocorys",18.2285714285714,7,"Granivore",13.5,"Invertivore"
