"","IUCN_Species","Avonet_Species","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","category","Mass","Trophic_Niche","Genus","Genus_Avg_Mass","Genus_Trophic_data","Genus_Trophic","Body_Mass","Functional_Group"
"1","Rhea americana","Rhea americana",0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,"NT",23000,"Omnivore","Rhea",23450,2,"Omnivore",23000,"Omnivore"
"2","Rhea pennata","Rhea pennata",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,"LC",23900,"Omnivore","Rhea",23450,2,"Omnivore",23900,"Omnivore"
"3","Casuarius casuarius","Casuarius casuarius",0,0,0,0,0,1,0,0,2,0,1,2,1,0,0,0,"LC",44000,"Frugivore","Casuarius",41691.3,3,"Frugivore",44000,"Frugivore"
"4","Casuarius bennetti","Casuarius bennetti",0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,"LC",35000,"Frugivore","Casuarius",41691.3,3,"Frugivore",35000,"Frugivore"
"5","Casuarius unappendiculatus","Casuarius unappendiculatus",0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,"LC",46073.9,"Frugivore","Casuarius",41691.3,3,"Frugivore",46073.9,"Frugivore"
"6","Dromaius novaehollandiae","Dromaius novaehollandiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",34093.3,"Omnivore","Dromaius",34093.3,1,"Omnivore",34093.3,"Omnivore"
"7","Apteryx australis","Apteryx australis",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"VU",2320.5,"Invertivore","Apteryx",1965.2,5,"Invertivore",2320.5,"Invertivore"
"8","Apteryx owenii","Apteryx owenii",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NT",1238.3,"Invertivore","Apteryx",1965.2,5,"Invertivore",1238.3,"Invertivore"
"9","Apteryx haastii","Apteryx haastii",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"VU",2022.7,"Invertivore","Apteryx",1965.2,5,"Invertivore",2022.7,"Invertivore"
"10","Tinamus tao","Tinamus tao",0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,"VU",1600.1,"Omnivore","Tinamus",1196.78,5,"Omnivore",1600.1,"Omnivore"
"11","Tinamus solitarius","Tinamus solitarius",0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,"NT",1386.4,"Omnivore","Tinamus",1196.78,5,"Omnivore",1386.4,"Omnivore"
"12","Tinamus osgoodi","Tinamus osgoodi",0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,"VU",1285,"Omnivore","Tinamus",1196.78,5,"Omnivore",1285,"Omnivore"
"13","Tinamus major","Tinamus major",0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,"LC",1026.2,"Omnivore","Tinamus",1196.78,5,"Omnivore",1026.2,"Omnivore"
"14","Tinamus guttatus","Tinamus guttatus",0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,"NT",686.2,"Omnivore","Tinamus",1196.78,5,"Omnivore",686.2,"Omnivore"
"15","Nothocercus bonapartei","Nothocercus bonapartei",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"LC",763,"Omnivore","Nothocercus",665.333333333333,3,"Omnivore",763,"Omnivore"
"16","Nothocercus julius","Nothocercus julius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",693,"Omnivore","Nothocercus",665.333333333333,3,"Omnivore",693,"Omnivore"
"17","Nothocercus nigrocapillus","Nothocercus nigrocapillus",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"LC",540,"Omnivore","Nothocercus",665.333333333333,3,"Omnivore",540,"Omnivore"
"18","Crypturellus berlepschi","Crypturellus berlepschi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",516.8,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",516.8,"Omnivore"
"19","Crypturellus cinereus","Crypturellus cinereus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",506.6,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",506.6,"Omnivore"
"20","Crypturellus soui","Crypturellus soui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",216.2,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",216.2,"Omnivore"
"21","Crypturellus ptaritepui","Crypturellus ptaritepui",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"LC",443.4,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",443.4,"Omnivore"
"22","Crypturellus obsoletus","Crypturellus obsoletus",0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,"LC",443.4,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",443.4,"Omnivore"
"23","Crypturellus cinnamomeus","Crypturellus cinnamomeus",0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,"LC",422,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",422,"Omnivore"
"24","Crypturellus undulatus","Crypturellus undulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",564.4,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",564.4,"Omnivore"
"25","Crypturellus transfasciatus","Crypturellus transfasciatus",0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,"NT",283,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",283,"Omnivore"
"26","Crypturellus strigulosus","Crypturellus strigulosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",430.6,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",430.6,"Omnivore"
"27","Crypturellus boucardi","Crypturellus boucardi",0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,"VU",435.6,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",435.6,"Omnivore"
"28","Crypturellus kerriae","Crypturellus kerriae",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,"NT",443.4,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",443.4,"Omnivore"
"29","Crypturellus duidae","Crypturellus duidae",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"LC",426,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",426,"Omnivore"
"30","Crypturellus noctivagus","Crypturellus noctivagus",0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,"NT",562,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",562,"Omnivore"
"31","Crypturellus atrocapillus","Crypturellus atrocapillus",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"LC",453,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",453,"Omnivore"
"32","Crypturellus variegatus","Crypturellus variegatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",378,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",378,"Omnivore"
"33","Crypturellus brevirostris","Crypturellus brevirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",221,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",221,"Omnivore"
"34","Crypturellus bartletti","Crypturellus bartletti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",241,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",241,"Omnivore"
"35","Crypturellus parvirostris","Crypturellus parvirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",199,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",199,"Omnivore"
"36","Crypturellus casiquiare","Crypturellus casiquiare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",250,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",250,"Omnivore"
"37","Crypturellus tataupa","Crypturellus tataupa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",218.8,"Omnivore","Crypturellus",387.580952380952,21,"Omnivore",218.8,"Omnivore"
"38","Nothoprocta taczanowskii","Nothoprocta taczanowskii",0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,"VU",619.3,"Omnivore","Nothoprocta",482.866666666667,6,"Omnivore",619.3,"Omnivore"
"39","Nothoprocta ornata","Nothoprocta ornata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",619.3,"Omnivore","Nothoprocta",482.866666666667,6,"Omnivore",619.3,"Omnivore"
"40","Nothoprocta pentlandii","Nothoprocta pentlandii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",300.7,"Omnivore","Nothoprocta",482.866666666667,6,"Omnivore",300.7,"Omnivore"
"41","Nothoprocta cinerascens","Nothoprocta cinerascens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",523.9,"Omnivore","Nothoprocta",482.866666666667,6,"Omnivore",523.9,"Omnivore"
"42","Nothoprocta perdicaria","Nothoprocta perdicaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",458,"Omnivore","Nothoprocta",482.866666666667,6,"Omnivore",458,"Omnivore"
"43","Nothoprocta curvirostris","Nothoprocta curvirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",376,"Omnivore","Nothoprocta",482.866666666667,6,"Omnivore",376,"Omnivore"
"44","Nothura darwinii","Nothura darwinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",244.6,"Omnivore","Nothura",237.725,4,"Omnivore",244.6,"Omnivore"
"45","Nothura minor","Nothura minor",0,0,0,2,0,2,0,0,0,1,2,0,0,1,2,2,"VU",165.8,"Omnivore","Nothura",237.725,4,"Omnivore",165.8,"Omnivore"
"46","Nothura boraquira","Nothura boraquira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",283,"Omnivore","Nothura",237.725,4,"Omnivore",283,"Omnivore"
"47","Taoniscus nanus","Taoniscus nanus",0,0,0,2,0,1,0,0,0,1,2,0,0,1,1,0,"EN",43,"Omnivore","Taoniscus",43,1,"Omnivore",43,"Omnivore"
"48","Eudromia elegans","Eudromia elegans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",702.9,"Omnivore","Eudromia",737.9,2,"Omnivore",702.9,"Omnivore"
"49","Eudromia formosa","Eudromia formosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",772.9,"Omnivore","Eudromia",737.9,2,"Omnivore",772.9,"Omnivore"
"50","Tinamotis pentlandii","Tinamotis pentlandii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",650,"Omnivore","Tinamotis",800,2,"Omnivore",650,"Omnivore"
"51","Tinamotis ingoufi","Tinamotis ingoufi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",950,"Omnivore","Tinamotis",800,2,"Omnivore",950,"Omnivore"
"52","Ortalis vetula","Ortalis vetula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",562.6,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",562.6,"Frugivore"
"53","Ortalis cinereiceps","Ortalis cinereiceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",493,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",493,"Frugivore"
"54","Ortalis garrula","Ortalis garrula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",532,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",532,"Frugivore"
"55","Ortalis ruficauda","Ortalis ruficauda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",586.2,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",586.2,"Frugivore"
"56","Ortalis erythroptera","Ortalis erythroptera",0,0,0,2,0,0,0,0,2,0,2,1,1,0,0,0,"VU",632,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",632,"Frugivore"
"57","Ortalis wagleri","Ortalis wagleri",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"LC",834,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",834,"Frugivore"
"58","Ortalis poliocephala","Ortalis poliocephala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",760,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",760,"Frugivore"
"59","Ortalis canicollis","Ortalis canicollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",539,"Omnivore","Ortalis",577.693333333333,15,"Frugivore",539,"Omnivore"
"60","Ortalis leucogastra","Ortalis leucogastra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",495.8,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",495.8,"Frugivore"
"61","Ortalis motmot","Ortalis motmot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",520,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",520,"Frugivore"
"62","Ortalis superciliaris","Ortalis superciliaris",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"LC",520,"Frugivore","Ortalis",577.693333333333,15,"Frugivore",520,"Frugivore"
"63","Penelope argyrotis","Penelope argyrotis",0,0,0,2,0,1,0,0,2,0,2,2,0,0,0,0,"LC",806.7,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",806.7,"Frugivore"
"64","Penelope barbata","Penelope barbata",0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,"NT",665,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",665,"Frugivore"
"65","Penelope ortoni","Penelope ortoni",0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,"EN",872,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",872,"Frugivore"
"66","Penelope montagnii","Penelope montagnii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",706,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",706,"Frugivore"
"67","Penelope marail","Penelope marail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",879.7,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",879.7,"Frugivore"
"68","Penelope superciliaris","Penelope superciliaris",0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,0,"NT",895,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",895,"Frugivore"
"69","Penelope dabbenei","Penelope dabbenei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1230,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1230,"Frugivore"
"70","Penelope purpurascens","Penelope purpurascens",0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,"NT",2060,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",2060,"Frugivore"
"71","Penelope perspicax","Penelope perspicax",0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,"VU",1197,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1197,"Frugivore"
"72","Penelope albipennis","Penelope albipennis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"EN",1750,"Omnivore","Penelope",1214.59333333333,15,"Frugivore",1750,"Omnivore"
"73","Penelope jacquacu","Penelope jacquacu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1487.9,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1487.9,"Frugivore"
"74","Penelope obscura","Penelope obscura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1770,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1770,"Frugivore"
"75","Penelope pileata","Penelope pileata",0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,"VU",1249.8,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1249.8,"Frugivore"
"76","Penelope ochrogaster","Penelope ochrogaster",0,2,0,2,0,0,0,0,2,0,2,2,2,2,0,0,"VU",1249.8,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1249.8,"Frugivore"
"77","Penelope jacucaca","Penelope jacucaca",0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,"VU",1400,"Frugivore","Penelope",1214.59333333333,15,"Frugivore",1400,"Frugivore"
"78","Pipile pipile","Pipile pipile",0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,"CR",1816.6,"Frugivore","Pipile",1346.36,5,"Frugivore",1816.6,"Frugivore"
"79","Pipile cujubi","Pipile cujubi",0,2,0,2,0,2,0,0,2,0,2,2,2,0,0,0,"VU",1195.8,"Frugivore","Pipile",1346.36,5,"Frugivore",1195.8,"Frugivore"
"80","Pipile jacutinga","Pipile jacutinga",0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,"EN",1241,"Frugivore","Pipile",1346.36,5,"Frugivore",1241,"Frugivore"
"81","Aburria aburri","Aburria aburri",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,"LC",1405.1,"Frugivore","Aburria",1405.1,1,"Frugivore",1405.1,"Frugivore"
"82","Chamaepetes unicolor","Chamaepetes unicolor",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"LC",1135,"Frugivore","Chamaepetes",931.35,2,"Frugivore",1135,"Frugivore"
"83","Chamaepetes goudotii","Chamaepetes goudotii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",727.7,"Frugivore","Chamaepetes",931.35,2,"Frugivore",727.7,"Frugivore"
"84","Penelopina nigra","Penelopina nigra",0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,"VU",890,"Frugivore","Penelopina",890,1,"Frugivore",890,"Frugivore"
"85","Oreophasis derbianus","Oreophasis derbianus",0,0,0,2,0,0,0,0,2,1,0,2,1,0,0,0,"EN",2071.5,"Frugivore","Oreophasis",2071.5,1,"Frugivore",2071.5,"Frugivore"
"86","Nothocrax urumutum","Nothocrax urumutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1700,"Frugivore","Nothocrax",1700,1,"Frugivore",1700,"Frugivore"
"87","Mitu tomentosum","Mitu tomentosum",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,"LC",2187.6,"Frugivore","Mitu",2685.7,3,"Frugivore",2187.6,"Frugivore"
"88","Mitu salvini","Mitu salvini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3100,"Frugivore","Mitu",2685.7,3,"Frugivore",3100,"Frugivore"
"89","Mitu tuberosum","Mitu tuberosum",0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,0,"NT",2769.5,"Frugivore","Mitu",2685.7,3,"Frugivore",2769.5,"Frugivore"
"90","Pauxi pauxi","Pauxi pauxi",0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,"VU",3117.7,"Omnivore","Pauxi",3534.7,3,"Omnivore",3117.7,"Omnivore"
"91","Crax rubra","Crax rubra",0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,"VU",4133,"Frugivore","Crax",2900.6,8,"Frugivore",4133,"Frugivore"
"92","Crax alberti","Crax alberti",0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,"CR",2499.9,"Frugivore","Crax",2900.6,8,"Frugivore",2499.9,"Frugivore"
"93","Crax daubentoni","Crax daubentoni",0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,"NT",2499.9,"Frugivore","Crax",2900.6,8,"Frugivore",2499.9,"Frugivore"
"94","Crax alector","Crax alector",0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,0,"LC",2872,"Frugivore","Crax",2900.6,8,"Frugivore",2872,"Frugivore"
"95","Crax globulosa","Crax globulosa",0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,"EN",2500,"Frugivore","Crax",2900.6,8,"Frugivore",2500,"Frugivore"
"96","Crax blumenbachii","Crax blumenbachii",0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,"EN",3500,"Frugivore","Crax",2900.6,8,"Frugivore",3500,"Frugivore"
"97","Alectura lathami","Alectura lathami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2333.1,"Omnivore","Alectura",2333.1,1,"Omnivore",2333.1,"Omnivore"
"98","Aepypodius arfakianus","Aepypodius arfakianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1463.8,"Omnivore","Aepypodius",827.9,2,"Omnivore",1463.8,"Omnivore"
"99","Aepypodius bruijnii","Aepypodius bruijnii",0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"EN",192,"Omnivore","Aepypodius",827.9,2,"Omnivore",192,"Omnivore"
"100","Talegalla cuvieri","Talegalla cuvieri",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"LC",1785,"Omnivore","Talegalla",1526.1,3,"Omnivore",1785,"Omnivore"
"101","Talegalla fuscirostris","Talegalla fuscirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1314.5,"Omnivore","Talegalla",1526.1,3,"Omnivore",1314.5,"Omnivore"
"102","Talegalla jobiensis","Talegalla jobiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1478.8,"Omnivore","Talegalla",1526.1,3,"Omnivore",1478.8,"Omnivore"
"103","Macrocephalon maleo","Macrocephalon maleo",0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,1,"CR",1563.3,"Omnivore","Macrocephalon",1563.3,1,"Omnivore",1563.3,"Omnivore"
"104","Megapodius nicobariensis","Megapodius nicobariensis",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"VU",836.7,"Omnivore","Megapodius",705.875,12,"Omnivore",836.7,"Omnivore"
"105","Megapodius cumingii","Megapodius cumingii",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"LC",1044,"Omnivore","Megapodius",705.875,12,"Omnivore",1044,"Omnivore"
"106","Megapodius bernsteinii","Megapodius bernsteinii",0,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0,"VU",768.6,"Invertivore","Megapodius",705.875,12,"Omnivore",768.6,"Invertivore"
"107","Megapodius freycinet","Megapodius freycinet",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"LC",642.5,"Omnivore","Megapodius",705.875,12,"Omnivore",642.5,"Omnivore"
"108","Megapodius decollatus","Megapodius decollatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",666.3,"Omnivore","Megapodius",705.875,12,"Omnivore",666.3,"Omnivore"
"109","Megapodius eremita","Megapodius eremita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",676.7,"Omnivore","Megapodius",705.875,12,"Omnivore",676.7,"Omnivore"
"110","Megapodius layardi","Megapodius layardi",0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,"VU",768.6,"Omnivore","Megapodius",705.875,12,"Omnivore",768.6,"Omnivore"
"111","Megapodius laperouse","Megapodius laperouse",0,2,0,0,0,0,0,1,1,2,0,0,2,0,0,1,"NT",308,"Omnivore","Megapodius",705.875,12,"Omnivore",308,"Omnivore"
"112","Megapodius pritchardii","Megapodius pritchardii",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"VU",365,"Invertivore","Megapodius",705.875,12,"Omnivore",365,"Invertivore"
"113","Eulipoa wallacei","Eulipoa wallacei",0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,"VU",505,"Omnivore","Eulipoa",505,1,"Omnivore",505,"Omnivore"
"114","Leipoa ocellata","Leipoa ocellata",0,2,0,0,0,2,0,0,0,2,1,0,1,0,1,0,"VU",1913.9,"Omnivore","Leipoa",1913.9,1,"Omnivore",1913.9,"Omnivore"
"115","Lerwa lerwa","Lerwa lerwa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",567.3,"Herbivore terrestrial","Lerwa",567.3,1,"Herbivore terrestrial",567.3,"Herbivore terrestrial"
"116","Ammoperdix griseogularis","Ammoperdix griseogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",201.9,"Omnivore","Ammoperdix",195.8,2,"Omnivore",201.9,"Omnivore"
"117","Ammoperdix heyi","Ammoperdix heyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",189.7,"Omnivore","Ammoperdix",195.8,2,"Omnivore",189.7,"Omnivore"
"118","Tetraogallus caucasicus","Tetraogallus caucasicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1830.8,"Herbivore terrestrial","Tetraogallus",2203.26,5,"Herbivore terrestrial",1830.8,"Herbivore terrestrial"
"119","Tetraogallus caspius","Tetraogallus caspius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2508.2,"Herbivore terrestrial","Tetraogallus",2203.26,5,"Herbivore terrestrial",2508.2,"Herbivore terrestrial"
"120","Tetraogallus tibetanus","Tetraogallus tibetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1488.9,"Herbivore terrestrial","Tetraogallus",2203.26,5,"Herbivore terrestrial",1488.9,"Herbivore terrestrial"
"121","Tetraogallus altaicus","Tetraogallus altaicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2760.4,"Omnivore","Tetraogallus",2203.26,5,"Herbivore terrestrial",2760.4,"Omnivore"
"122","Tetraogallus himalayensis","Tetraogallus himalayensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2428,"Herbivore terrestrial","Tetraogallus",2203.26,5,"Herbivore terrestrial",2428,"Herbivore terrestrial"
"123","Tetraophasis obscurus","Tetraophasis obscurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",855.4,"Herbivore terrestrial","Tetraophasis",954.2,2,"Herbivore terrestrial",855.4,"Herbivore terrestrial"
"124","Tetraophasis szechenyii","Tetraophasis szechenyii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1053,"Herbivore terrestrial","Tetraophasis",954.2,2,"Herbivore terrestrial",1053,"Herbivore terrestrial"
"125","Alectoris graeca","Alectoris graeca",0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,"NT",594.1,"Herbivore terrestrial","Alectoris",519.657142857143,7,"Herbivore terrestrial",594.1,"Herbivore terrestrial"
"126","Alectoris chukar","Alectoris chukar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",502.1,"Granivore","Alectoris",519.657142857143,7,"Herbivore terrestrial",502.1,"Granivore"
"127","Alectoris philbyi","Alectoris philbyi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"LC",441,"Herbivore terrestrial","Alectoris",519.657142857143,7,"Herbivore terrestrial",441,"Herbivore terrestrial"
"128","Alectoris magna","Alectoris magna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",541.4,"Herbivore terrestrial","Alectoris",519.657142857143,7,"Herbivore terrestrial",541.4,"Herbivore terrestrial"
"129","Alectoris barbara","Alectoris barbara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",416.3,"Omnivore","Alectoris",519.657142857143,7,"Herbivore terrestrial",416.3,"Omnivore"
"130","Alectoris rufa","Alectoris rufa",0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,"NT",527.9,"Herbivore terrestrial","Alectoris",519.657142857143,7,"Herbivore terrestrial",527.9,"Herbivore terrestrial"
"131","Alectoris melanocephala","Alectoris melanocephala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",614.8,"Herbivore terrestrial","Alectoris",519.657142857143,7,"Herbivore terrestrial",614.8,"Herbivore terrestrial"
"132","Francolinus francolinus","Francolinus francolinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",452.1,"Omnivore","Francolinus",349.633333333333,3,"Omnivore",452.1,"Omnivore"
